artist_name,genre_summary,genre_mode
Blu & Exile,Jazz,Jazz
Blu Cantrell,R&B,R&B
Blue Lab Beats,"Jazz,R&B",Jazz
Blue October,"Alternative,Pop",Alternative
Blue States,Jazz,Jazz
Blue Swede,Pop,Pop
Blue Öyster Cult,Blues,Blues
Blues Saraceno,"Classical,Blues",Blues
Blues Traveler,"Blues,Alternative",Blues
Blundetto,Jazz,Jazz
BluntOne,Jazz,Jazz
Blur,"Alternative,Pop",Alternative
Bmike,Hip-Hop,Hip-Hop
Bo Burnham,Comedy,Comedy
Bo Diddley,Blues,Blues
Bob Baldwin,Jazz,Jazz
Bob Berg,Jazz,Jazz
Bob Curnow's L.A. Big Band,Jazz,Jazz
Bob Dylan,Folk,Folk
Bob James,Jazz,Jazz
Bob Schneider,Alternative,Alternative
Bob Seger,Folk,Folk
Bob Weir,"Blues,Folk",Blues
Bobaflex,Alternative,Alternative
Bobbi Humphrey,Jazz,Jazz
"Bobby ""Blue"" Bland",Blues,Blues
Bobby Brown,"Hip-Hop,R&B",R&B
Bobby Darin,Jazz,Jazz
Bobby Day,Blues,Blues
Bobby Freeman,Blues,Blues
Bobby Goldsboro,Folk,Folk
Bobby Hutcherson,Jazz,Jazz
Bobby Lyle,Jazz,Jazz
Bobby Timmons,Jazz,Jazz
Bobby V.,"Hip-Hop,R&B",Hip-Hop
Bobby Vinton,Folk,Folk
Bobcat Goldthwait,Comedy,Comedy
Bohren & Der Club Of Gore,Jazz,Jazz
Bomba Estéreo,Alternative,Alternative
Bombay Bicycle Club,"Alternative,Folk",Folk
Bombay Jayashri,Classical,Classical
Bombino,Blues,Blues
Bon Iver,"Folk,Pop",Folk
Bone Crusher,Hip-Hop,Hip-Hop
Bone Thugs-N-Harmony,Hip-Hop,Hip-Hop
Bones & Bridges,R&B,R&B
Bones Owens,Blues,Blues
Boney James,Jazz,Jazz
"Bonnie ""Prince"" Billy",Folk,Folk
Bonnie Lee,Blues,Blues
Bonnie Raitt,"Blues,Folk",Blues
Bonnie Tyler,Pop,Pop
Bonny Doon,Folk,Folk
Bonobo,Jazz,Jazz
Bonus Points,Jazz,Jazz
Boogie,"Hip-Hop,Pop",Hip-Hop
Booker T. & the M.G.'s,Blues,Blues
Boosie Badazz,Hip-Hop,Hip-Hop
Boozoo Bajou,Jazz,Jazz
Born Ruffians,Folk,Folk
Born Without Bones,Alternative,Alternative
Borodin Quartet,Classical,Classical
Boston,Folk,Folk
Bow Wow,"Hip-Hop,Pop,R&B",Hip-Hop
Bowling For Soup,Pop,Pop
Boy & Bear,Folk,Folk
Boy Harsher,Alternative,Alternative
Boyce Avenue,Pop,Pop
Boyinaband,Pop,Pop
Boys Like Girls,Pop,Pop
Boyz II Men,R&B,R&B
Boyz N Da Hood,Hip-Hop,Hip-Hop
Boz Scaggs,Folk,Folk
Brad Mehldau,Jazz,Jazz
Brad Mehldau Trio,Jazz,Jazz
Brad Williams,Comedy,Comedy
Brand New,Pop,Pop
Brand Nubian,"Alternative,Hip-Hop",Alternative
Brandi Carlile,"Folk,Pop",Folk
Brandon Coleman,Jazz,Jazz
Brandon Heath,Alternative,Alternative
Brandon Jenner,"Folk,Pop",Folk
Brandon Ratcliff,Pop,Pop
Brandy,"Hip-Hop,Pop,R&B",R&B
Brant Bjork,Blues,Blues
Brass Construction,Jazz,Jazz
Brasstracks,R&B,R&B
Braxton Brothers,Jazz,Jazz
Braxton Cook,"Jazz,R&B",R&B
Bread,Folk,Folk
Breakbot,Alternative,Alternative
Breakestra,Jazz,Jazz
Breakfast n Vegas,R&B,R&B
Breaking Benjamin,Alternative,Alternative
Bremer/McCoy,Jazz,Jazz
Brenda Holloway,Blues,Blues
Brenda Russell,Jazz,Jazz
Brennan Savage,Hip-Hop,Hip-Hop
Brent Faiyaz,"Alternative,R&B",R&B
Bret Ernst,Comedy,Comedy
Brett Dennen,Folk,Folk
Brian Blade & The Fellowship Band,Jazz,Jazz
Brian Bromberg,Jazz,Jazz
Brian Culbertson,Jazz,Jazz
Brian Fallon,Folk,Folk
Brian McKnight,R&B,R&B
Brian Posehn,Comedy,Comedy
Brian Regan,Comedy,Comedy
Brian Simpson,Jazz,Jazz
Brian Tarquin,Jazz,Jazz
Brian Tuey,Pop,Pop
Brick,Jazz,Jazz
Brielle Lesley,R&B,R&B
Bright Eyes,"Folk,Pop",Folk
Britney Spears,"Pop,R&B",R&B
Britt Nicole,Alternative,Alternative
Broadcast,Folk,Folk
Broken Bells,"Alternative,Folk,Pop",Alternative
Broken Social Scene,"Alternative,Folk",Folk
Bronze Radio Return,"Folk,Pop",Folk
Broods,Pop,Pop
Brook Benton,Blues,Blues
Brooke Annibale,Folk,Folk
Brother Ali,Hip-Hop,Hip-Hop
Brother Dege,Blues,Blues
Brothers Osborne,Pop,Pop
Brous One,Jazz,Jazz
Brown Boy,Hip-Hop,Hip-Hop
Bruce Cockburn,Folk,Folk
Bruce Hornsby,Folk,Folk
Bruce Lamont,Jazz,Jazz
Bruce Rowland,Classical,Classical
Bruno Major,"Pop,R&B",R&B
Bruno Mars,Pop,Pop
Bryan Adams,Pop,Pop
Bryan Popin,R&B,R&B
Bryce Dessner,Classical,Classical
Bryce Fox,Alternative,Alternative
Bryce Janey,Blues,Blues
Bryce Vine,Pop,Pop
Bryn Terfel,Opera,Opera
Bryson Tiller,"Hip-Hop,Pop,R&B",R&B
Bubba Sparxxx,"Hip-Hop,Pop",Hip-Hop
Buck Owens,Folk,Folk
Buckethead,Classical,Classical
Bud Powell,Jazz,Jazz
Buddhadev DasGupta,Classical,Classical
Buddy,"Alternative,Hip-Hop,R&B",R&B
Buddy Guy,Blues,Blues
Buddy Holly,Folk,Folk
Buddy Rich,Jazz,Jazz
Buena Vista Social Club,Jazz,Jazz
Buffalo Springfield,"Blues,Folk",Blues
Bugseed,Jazz,Jazz
Bugzy Malone,Hip-Hop,Hip-Hop
Building 429,Alternative,Alternative
Built To Spill,"Alternative,Folk",Folk
Bulbous Creation,Blues,Blues
Bullet For My Valentine,"Alternative,Pop",Alternative
Bun B,Hip-Hop,Hip-Hop
Bunbury,Alternative,Alternative
Burl Ives,Folk,Folk
Burna Boy,Hip-Hop,Hip-Hop
Busdriver,Alternative,Alternative
Bush,Alternative,Alternative
Busta Rhymes,"Hip-Hop,Pop",Hip-Hop
Buster Brown,Blues,Blues
Butcher Brown,Jazz,Jazz
Buttering Trio,Jazz,Jazz
Buzzcocks,Alternative,Alternative
Byther Smith,Blues,Blues
BØRNS,Pop,Pop
Béla Bartók,Classical,Classical
Béla Fleck and the Flecktones,Jazz,Jazz
C.S. Armstrong,R&B,R&B
C.W. Stoneking,Blues,Blues
CASIOPEA,Jazz,Jazz
CHUNG HA,Pop,Pop
CLOVES,"Alternative,Pop",Alternative
CNCO,Pop,Pop
COASTCITY,R&B,R&B
COIN,Pop,Pop
COTIS,R&B,R&B
CVBZ,Pop,Pop
CYNE,Jazz,Jazz
CZARFACE,"Alternative,Hip-Hop",Hip-Hop
Ca$h Out,Hip-Hop,Hip-Hop
Caamp,Folk,Folk
Cab Calloway,"Blues,Jazz",Blues
Cacophony,Classical,Classical
Cactus,Blues,Blues
Caesars,Alternative,Alternative
Cafe Jazz Deluxe,Jazz,Jazz
Café Tacvba,Alternative,Alternative
Cage The Elephant,"Blues,Pop",Blues
Caifanes,Alternative,Alternative
Cain's Offering,Classical,Classical
Cake,"Alternative,Pop",Alternative
Caleborate,Hip-Hop,Hip-Hop
CalenRaps,Hip-Hop,Hip-Hop
Calexico,Folk,Folk
Caligula's Horse,Jazz,Jazz
Calle 13,"Alternative,Hip-Hop",Alternative
Caloncho,Alternative,Alternative
Calper,R&B,R&B
Calvin Boze,Blues,Blues
Calvin Harris,Pop,Pop
Cam Meekins,Hip-Hop,Hip-Hop
Camayenne Sofa,Jazz,Jazz
Cameo,Jazz,Jazz
Camera Obscura,Folk,Folk
Cameron Dallas,Pop,Pop
Camila Cabello,"Pop,R&B",R&B
Camille Saint-Saëns,Classical,Classical
Camp Lo,"Hip-Hop,Jazz",Jazz
Camper Van Beethoven,Alternative,Alternative
Cam’ron,"Hip-Hop,Pop",Pop
Can 7,Jazz,Jazz
Can't Swim,Alternative,Alternative
Candice Boyd,R&B,R&B
Candlebox,"Alternative,Pop",Alternative
Candy Dulfer,Jazz,Jazz
Canned Heat,"Blues,Folk",Blues
Cannonball Adderley,"Blues,Jazz",Jazz
Cano Estremera,Jazz,Jazz
Canserbero,Hip-Hop,Hip-Hop
Cantoma,Jazz,Jazz
Canyon City,"Folk,Pop",Folk
Capercaillie,Folk,Folk
Capital Cities,"Alternative,Pop",Alternative
Capstan,Alternative,Alternative
Captain & Tennille,Folk,Folk
Captain Beyond,Blues,Blues
Car Bomb,Jazz,Jazz
Car Seat Headrest,"Alternative,Folk",Folk
Caravan Palace,Jazz,Jazz
Cardi B,Pop,Pop
Caribou,"Alternative,Folk",Folk
Carl Ditters von Dittersdorf,Classical,Classical
Carl Friedrich Abel,Classical,Classical
Carl Heinrich Graun,Opera,Opera
Carl Maria von Weber,Classical,Classical
Carl Millöcker,Opera,Opera
Carl Nielsen,Classical,Classical
Carl Orff,Classical,Classical
Carl Philipp Emanuel Bach,Classical,Classical
Carl Sims,Blues,Blues
Carl Stamitz,Classical,Classical
Carl Thomas,R&B,R&B
Carl Zeller,Opera,Opera
Carla Thomas,Blues,Blues
Carlo Bergonzi,Opera,Opera
Carlos Baute,Pop,Pop
Carlos Bonell,Classical,Classical
Carlos Gardel,Classical,Classical
Carlos Guastavino,Classical,Classical
Carlos Mencia,Comedy,Comedy
Carlos Santana,Blues,Blues
Carlos Vives,Pop,Pop
Carly Pearce,Pop,Pop
Carly Rae Jepsen,Pop,Pop
Carly Simon,Folk,Folk
Carnage,"Hip-Hop,Pop",Hip-Hop
Caro Campos,Comedy,Comedy
Caro Emerald,Jazz,Jazz
Carole King,"Folk,Pop",Folk
Carolina Liar,Alternative,Alternative
Caroline Rhea,Comedy,Comedy
Caroline Shaw,Classical,Classical
Carolyn Wonderland,Blues,Blues
Carpenters,Folk,Folk
Carrie Underwood,Pop,Pop
Cartel De Santa,Hip-Hop,Hip-Hop
Cary Brothers,Folk,Folk
Cary Morin,Blues,Blues
Case,"Hip-Hop,Pop,R&B",Hip-Hop
Cash Cash,Pop,Pop
Cashmere Cat,Pop,Pop
Casper Magico,Hip-Hop,Hip-Hop
Cass McCombs,"Alternative,Folk",Folk
Cassadee Pope,Pop,Pop
Cassandra Wilson,Jazz,Jazz
Cassidy,Hip-Hop,Hip-Hop
Cassie,"Pop,R&B",Pop
Casting Crowns,Alternative,Alternative
Cat Clyde,Folk,Folk
Cat Power,Folk,Folk
Catfish and the Bottlemen,Alternative,Alternative
Catherine Russell,Jazz,Jazz
Cautious Clay,"Alternative,R&B",R&B
Cavetown,Pop,Pop
Cavo,Alternative,Alternative
Caye,Hip-Hop,Hip-Hop
Cecilia Bartoli,Opera,Opera
Cedric Burnside,Blues,Blues
CeeLo Green,Hip-Hop,Hip-Hop
Celesty,Classical,Classical
Celia Cruz,Jazz,Jazz
Celldweller,Alternative,Alternative
Celso Piña,Alternative,Alternative
Celtic Thunder,Folk,Folk
Chad Daniels,Comedy,Comedy
Chad Kroeger,Alternative,Alternative
Chad Lawson Trio,Jazz,Jazz
Chairlift,Folk,Folk
Chamillionaire,Pop,Pop
Champion Jack Dupree,Blues,Blues
Chance the Rapper,"Hip-Hop,Pop",Pop
Change,Jazz,Jazz
Changing Faces,R&B,R&B
Changmo,R&B,R&B
Chantae Cann,R&B,R&B
Chaos In The CBD,Jazz,Jazz
Charles Brown,Jazz,Jazz
Charles Gounod,"Classical,Opera",Opera
Charles Ives,Classical,Classical
Charles Lloyd & The Marvels,Jazz,Jazz
Charles Mingus,Jazz,Jazz
Charles Villiers Stanford,Classical,Classical
Charles Wright & The Watts 103rd Street Rhythm Band,Jazz,Jazz
Charli XCX,"Pop,R&B",R&B
Charlie Burg,R&B,R&B
Charlie Byrd,Jazz,Jazz
Charlie Haden,Jazz,Jazz
Charlie Hunter,Jazz,Jazz
Charlie Musselwhite,Blues,Blues
Charlie Parker,Jazz,Jazz
Charlie Parker Quintet,Jazz,Jazz
Charlie Parr,"Blues,Folk",Blues
Charlie Puth,Pop,Pop
Charlie Wilson,R&B,R&B
Charlotte Day Wilson,"Alternative,R&B",Alternative
Charlotte Dos Santos,"Jazz,R&B",Jazz
Charlotte Lawrence,Pop,Pop
Chase Atlantic,Pop,Pop
Chastity Belt,Folk,Folk
Chayín Rubio,Pop,Pop
Chaz Bundick Meets The Mattson 2,Folk,Folk
Che Ecru,R&B,R&B
Cheat Codes,Pop,Pop
Cheech & Chong,Comedy,Comedy
Chelou,Alternative,Alternative
Chelsea Cutler,Pop,Pop
Chelsea Wolfe,Folk,Folk
Cheo Feliciano,Jazz,Jazz
Cher,Pop,Pop
Cher Lloyd,"Pop,R&B",R&B
Cherish,"Hip-Hop,R&B",Hip-Hop
Chet Baker,Jazz,Jazz
Chevelle,Alternative,Alternative
Chicago,Folk,Folk
Chicago Symphony Orchestra,Classical,Classical
Chick Corea,Jazz,Jazz
Chick Corea Elektric Band,Jazz,Jazz
Chicken Shack,Blues,Blues
Chico Hamilton,Jazz,Jazz
Chief Keef,"Hip-Hop,Pop",Hip-Hop
Childish Gambino,"Hip-Hop,Pop",Hip-Hop
Childish Major,"Alternative,Hip-Hop,R&B",R&B
China Anne McClain,Pop,Pop
Chinese Man,Jazz,Jazz
Chingy,"Pop,R&B",Pop
Chino & Nacho,Pop,Pop
Chip Taylor,Folk,Folk
Chis Chas,Comedy,Comedy
Chloe Foy,Folk,Folk
Chloe Lilac,Pop,Pop
Chloe x Halle,"Alternative,R&B",R&B
Choker,"Alternative,R&B",R&B
Chord Overstreet,Pop,Pop
Chris August,Alternative,Alternative
Chris Botti,Jazz,Jazz
Chris Brown,"Pop,R&B",R&B
Chris Cornell,Alternative,Alternative
Chris Duarte,Blues,Blues
Chris Hardwick,Comedy,Comedy
Chris Janson,Pop,Pop
Chris Jeday,Hip-Hop,Hip-Hop
Chris Knight,Alternative,Alternative
Chris Lane,Pop,Pop
Chris Maddock,Comedy,Comedy
Chris Rea,Blues,Blues
Chris Robinson Brotherhood,Blues,Blues
Chris Rock,Comedy,Comedy
Chris Sails,R&B,R&B
Chris Smither,Blues,Blues
Chris Standring,Jazz,Jazz
Chris Thile,Classical,Classical
Chris Tomlin,Alternative,Alternative
Chris Webby,"Hip-Hop,Pop",Hip-Hop
Chrisette Michele,R&B,R&B
Christian Finnegan,Comedy,Comedy
Christian French,Pop,Pop
Christian Gerhaher,Opera,Opera
Christian Hudson,Folk,Folk
Christian Kuria,R&B,R&B
Christian Leave,Pop,Pop
Christian McBride,Jazz,Jazz
Christian Rich,R&B,R&B
Christian Scott aTunde Adjuah,Jazz,Jazz
Christina Aguilera,"Pop,R&B",R&B
Christina Milian,R&B,R&B
Christina Perri,Pop,Pop
Christina Pluhar,Opera,Opera
Christon Gray,Hip-Hop,Hip-Hop
Christoph Willibald Gluck,Classical,Classical
Christophe Rousset,Opera,Opera
Christopher Blake,Classical,Classical
Christopher Cross,Folk,Folk
Christopher Titus,Comedy,Comedy
Christopher Wilde,Pop,Pop
Chromatics,Alternative,Alternative
Chromeo,Alternative,Alternative
Chucho Valdés,Jazz,Jazz
Chuck Berry,"Blues,Folk",Blues
Chuck Jackson,Blues,Blues
Chuck Johnson,Folk,Folk
Chuck Loeb,Jazz,Jazz
Chuck Mangione,Jazz,Jazz
Chuck Prophet,Alternative,Alternative
Chuck Wicks,Pop,Pop
Chuck Willis,Blues,Blues
Chuuwee,Hip-Hop,Hip-Hop
Ciara,"Hip-Hop,Pop,R&B",Hip-Hop
Ciaran Lavery,Folk,Folk
Cigarettes After Sex,Pop,Pop
Cimorelli,Pop,Pop
Cindy Bradley,Jazz,Jazz
Citizen,Alternative,Alternative
Citizen Way,Alternative,Alternative
City Girls,"Pop,R&B",R&B
City Harbor,Alternative,Alternative
City Morgue,Hip-Hop,Hip-Hop
City Your City,R&B,R&B
City and Colour,Folk,Folk
Clairo,Pop,Pop
Clap Your Hands Say Yeah,Alternative,Alternative
Clap! Clap!,Jazz,Jazz
"Clarence ""Frogman"" Henry",Blues,Blues
Clarence Carter,Blues,Blues
Clarence Clarity,Folk,Folk
Classics IV,Folk,Folk
Claude Debussy,Classical,Classical
Claude Nougaro,Jazz,Jazz
Claudio Arrau,Classical,Classical
Claudio Monteverdi,Classical,Classical
Clean Bandit,Pop,Pop
Cleo Sol,Alternative,Alternative
Clifford Brown,Jazz,Jazz
Climax Blues Band,Blues,Blues
Clipse,"Alternative,Hip-Hop",Alternative
Club des Belugas,Jazz,Jazz
Clutch,"Blues,Alternative",Blues
Clyde McPhatter,Blues,Blues
Coal Chamber,Alternative,Alternative
Coast Modern,Pop,Pop
Coasts,Folk,Folk
Cobra Skulls,Folk,Folk
Cobra Starship,Pop,Pop
Coby,Folk,Folk
Coco Celis,Comedy,Comedy
Coco Montoya,Blues,Blues
CocoRosie,Folk,Folk
Coda,Alternative,Alternative
Code Kunst,R&B,R&B
Cody Simpson,Pop,Pop
Coheed and Cambria,"Alternative,Pop",Alternative
Col3trane,"Alternative,R&B",R&B
Colbie Caillat,"Folk,Pop",Folk
Cold,Alternative,Alternative
Cold War Kids,Folk,Folk
Colde,R&B,R&B
Coldplay,Pop,Pop
Coleman Hawkins,Jazz,Jazz
Coleman Hell,Pop,Pop
Colette Lush,R&B,R&B
Colin James,Blues,Blues
Colin Matthews,Classical,Classical
Colin Stetson,Jazz,Jazz
Collard,R&B,R&B
Collective Efforts,Jazz,Jazz
Collective Soul,Alternative,Alternative
Colleen,Jazz,Jazz
Collin Moulton,Comedy,Comedy
Colony House,Pop,Pop
Colouring,Folk,Folk
Colton Dixon,Alternative,Alternative
Comedian Bob Marley,Comedy,Comedy
Comethazine,Hip-Hop,Hip-Hop
Common,"Alternative,Hip-Hop",Hip-Hop
Common Rider,Folk,Folk
Compay Segundo,Jazz,Jazz
Compulsive Gamblers,Blues,Blues
Con Funk Shun,Jazz,Jazz
Conan Gray,Pop,Pop
Conlon Nancarrow,Classical,Classical
Connan Mockasin,Folk,Folk
Connie Converse,Folk,Folk
Conrado del Campo,Classical,Classical
Control Machete,"Alternative,Hip-Hop",Alternative
Cookin Soul,Hip-Hop,Hip-Hop
Cool Company,"Alternative,R&B",R&B
Cooliecut,Hip-Hop,Hip-Hop
Coolio,Hip-Hop,Hip-Hop
Corbin,Hip-Hop,Hip-Hop
Corey Harper,Folk,Folk
Corey Kilgannon,"Folk,Pop",Folk
Corey Stevens,Blues,Blues
Corinne Bailey Rae,"Folk,R&B",Folk
Cormega,Hip-Hop,Hip-Hop
Cornelio Vega y su Dinastia,Pop,Pop
Cortex,Jazz,Jazz
CoryaYo,Jazz,Jazz
Cosculluela,Hip-Hop,Hip-Hop
Cosmo Pyke,R&B,R&B
Cotton Jones,Folk,Folk
Count Basic,Jazz,Jazz
Count Basie,Jazz,Jazz
Counting Crows,"Alternative,Pop",Alternative
Country Joe & The Fish,Blues,Blues
Courtney Barnett,Folk,Folk
Courtney Marie Andrews,Folk,Folk
Courtney Pine,Jazz,Jazz
Cousin Stizz,Hip-Hop,Hip-Hop
Cowboy Junkies,Folk,Folk
Cowboy Mouth,Alternative,Alternative
Cozz,Hip-Hop,Hip-Hop
Cracker,Alternative,Alternative
Craig Campbell,Pop,Pop
Craig David,R&B,R&B
Craig Ferguson,Comedy,Comedy
Craig Mack,Hip-Hop,Hip-Hop
Craig Shoemaker,Comedy,Comedy
Crash Test Dummies,Pop,Pop
Crazy P,Jazz,Jazz
Cream,"Blues,Folk",Blues
Creed,"Alternative,Pop",Alternative
Creek Boyz,Hip-Hop,Hip-Hop
Crime Mob,Hip-Hop,Hip-Hop
Cris Delanno,Jazz,Jazz
Croosh,Hip-Hop,Hip-Hop
"Crosby, Stills & Nash","Blues,Folk",Blues
"Crosby, Stills, Nash & Young","Blues,Folk",Blues
Crossfade,Alternative,Alternative
Crowder,Alternative,Alternative
Crush,R&B,R&B
Crying Day Care Choir,Folk,Folk
Crywank,Folk,Folk
Cuban Doll,R&B,R&B
Cuca,Alternative,Alternative
Cuco,Pop,Pop
Cult To Follow,Alternative,Alternative
Cults,Alternative,Alternative
Cultura Profética,Alternative,Alternative
Culture Abuse,Alternative,Alternative
Curley Weaver,Blues,Blues
Curlybamm,R&B,R&B
Curren$y,"Alternative,Hip-Hop",Hip-Hop
Cursive,Folk,Folk
Curtis Salgado,Blues,Blues
Cut Worms,Folk,Folk
Cyberbully Mom Club,Folk,Folk
Cymande,Jazz,Jazz
Cyndi Lauper,Pop,Pop
Cypress Hill,Hip-Hop,Hip-Hop
Cyril Scott,Classical,Classical
Cyrille Aimee,Jazz,Jazz
Cæcilie Norby,Jazz,Jazz
Cécile McLorin Salvant,Jazz,Jazz
Céline Dion,Pop,Pop
César Franck,Classical,Classical
D Savage,Hip-Hop,Hip-Hop
D'Angelo,"Alternative,Hip-Hop,R&B",R&B
D.A.R.,Comedy,Comedy
D.L. Hughley,Comedy,Comedy
D12,"Hip-Hop,Pop",Hip-Hop
DAMIAN,Alternative,Alternative
DAVE STONE,Comedy,Comedy
DAY26,R&B,R&B
DC Talk,Alternative,Alternative
DEAN,"Pop,R&B",R&B
DIIV,Alternative,Alternative
DJ Drama,Hip-Hop,Hip-Hop
DJ Esco,"Hip-Hop,Pop",Hip-Hop
DJ Ezasscul,Jazz,Jazz
DJ Food,Jazz,Jazz
DJ Grumble,Jazz,Jazz
DJ Harrison,Jazz,Jazz
DJ Jazzy Jeff,Jazz,Jazz
DJ Jazzy Jeff & The Fresh Prince,Hip-Hop,Hip-Hop
DJ Khaled,"Hip-Hop,Pop,R&B",R&B
DJ Kool,Hip-Hop,Hip-Hop
DJ Krush,Jazz,Jazz
DJ Mitsu The Beats,Jazz,Jazz
DJ Nelson,Hip-Hop,Hip-Hop
DJ Premier,Hip-Hop,Hip-Hop
DJ Shadow,Hip-Hop,Hip-Hop
DJ Snake,Pop,Pop
DJ Vadim,Jazz,Jazz
DMEANOR,R&B,R&B
DMX,"Hip-Hop,Pop",Hip-Hop
DNCE,Pop,Pop
DON BROCO,Alternative,Alternative
DOWN,Alternative,Alternative
DPR LIVE,"Pop,R&B",R&B
DRAM,Pop,Pop
DRAMA,"Alternative,R&B",R&B
DREAMERS,Alternative,Alternative
DRWN.,Jazz,Jazz
DVBBS,Pop,Pop
DWY,R&B,R&B
Da Brat,R&B,R&B
DaBaby,Hip-Hop,Hip-Hop
DaVido,Hip-Hop,Hip-Hop
Daddy Yankee,"Hip-Hop,Pop",Hip-Hop
Dae Dae,Hip-Hop,Hip-Hop
Dame Joan Sutherland,"Classical,Opera",Opera
Damien Jurado,Folk,Folk
Damien Rice,"Folk,Pop",Folk
Damon Fowler,Blues,Blues
Damu The Fudgemunk,Jazz,Jazz
Dan Auerbach,"Blues,Folk",Blues
Dan Black,Alternative,Alternative
Dan Caplen,R&B,R&B
Dan Cray Trio,Jazz,Jazz
Dan Cummins,Comedy,Comedy
Dan Fogelberg,Folk,Folk
Dan Owen,Folk,Folk
Dan St. Paul,Comedy,Comedy
Dan Talevski,Pop,Pop
Dan Telfer,Comedy,Comedy
Dana Gould,Comedy,Comedy
Dana Lauren,Jazz,Jazz
Dane Cook,Comedy,Comedy
Danger Doom,"Alternative,Hip-Hop",Alternative
Danger Incorporated,Hip-Hop,Hip-Hop
Danheim,Folk,Folk
Dani Wilde,Blues,Blues
DaniLeigh,"Alternative,Pop,R&B",R&B
Daniel Auber,Opera,Opera
Daniel Barenboim,Classical,Classical
Daniel Caesar,"Pop,R&B",R&B
Daniel Johnston,Folk,Folk
Daniel Munoz,R&B,R&B
Daniel Tosh,Comedy,Comedy
Danielle Bradbery,Pop,Pop
Danielle Nicole,Blues,Blues
Danity Kane,"Pop,R&B",R&B
Danny Bhoy,Comedy,Comedy
Danny Brown,Hip-Hop,Hip-Hop
Danny Ocean,"Hip-Hop,Pop",Hip-Hop
Danzig,Alternative,Alternative
Daníel Bjarnason,Classical,Classical
Dara O Briain,Comedy,Comedy
Darius Milhaud,Classical,Classical
Darius Rucker,Pop,Pop
Dark new Day,Alternative,Alternative
Darlingside,"Folk,Pop",Folk
Daron Malakian and Scars On Broadway,Alternative,Alternative
Darrell Scott,Folk,Folk
Darren Rahn,Jazz,Jazz
Darryl Lenox,Comedy,Comedy
Darryl Williams,Jazz,Jazz
Darshan Raval,Hip-Hop,Hip-Hop
Daryl Hall & John Oates,Folk,Folk
Das EFX,Hip-Hop,Hip-Hop
Daughter,"Folk,Pop",Folk
Daughtry,"Alternative,Pop",Alternative
Dave,Hip-Hop,Hip-Hop
Dave Attell,Comedy,Comedy
Dave B.,"Alternative,Hip-Hop,R&B",Alternative
Dave Bixby,Folk,Folk
Dave Brubeck,"Classical,Jazz",Classical
Dave East,Hip-Hop,Hip-Hop
Dave Edmunds,Blues,Blues
Dave Grohl,Alternative,Alternative
Dave Hole,Blues,Blues
Dave Holland Quartet,Jazz,Jazz
Dave Koz,Jazz,Jazz
Dave Mason,Blues,Blues
Dave Matthews Band,Pop,Pop
Dave Meniketti,Blues,Blues
Dave Rawlings Machine,"Alternative,Folk",Folk
Dave Van Ronk,"Blues,Folk",Blues
Daveed Diggs,Hip-Hop,Hip-Hop
David Banner,Hip-Hop,Hip-Hop
David Benoit,Jazz,Jazz
David Bisbal,Pop,Pop
David Crosby,Folk,Folk
David Cross,Comedy,Comedy
David Crowder Band,Alternative,Alternative
David Garfield,Jazz,Jazz
David Gompper,Classical,Classical
David Gray,Folk,Folk
David Guetta,Pop,Pop
David Landau,Folk,Folk
David Lang,Classical,Classical
David Lee Roth,Classical,Classical
David Lynch,Jazz,Jazz
David Maslanka,Classical,Classical
David Nail,Pop,Pop
David Sanborn,Jazz,Jazz
David Spade,Comedy,Comedy
David T. Walker,"Blues,Jazz",Blues
Davy Graham,Folk,Folk
Dawes,"Alternative,Folk,Pop",Folk
Dawn Landes,Folk,Folk
Dawn Richard,R&B,R&B
Dawn Upshaw,Opera,Opera
Day6,Pop,Pop
Daya,Pop,Pop
Days N Daze,Folk,Folk
Days Of Jupiter,Alternative,Alternative
Days Of The New,Alternative,Alternative
De La Ghetto,Hip-Hop,Hip-Hop
De La Soul,"Alternative,Hip-Hop,Jazz",Hip-Hop
De-Phazz,Jazz,Jazz
DeBarge,R&B,R&B
DeJ Loaf,"Hip-Hop,R&B",R&B
DeVotchKa,Folk,Folk
Dead Man Winter,Alternative,Alternative
Dead Meadow,Blues,Blues
Dead Moon,Blues,Blues
Dead Or Alive,Pop,Pop
Dead Prez,Hip-Hop,Hip-Hop
Dead by April,Alternative,Alternative
Deaf Center,Jazz,Jazz
Dean Lewis,Pop,Pop
Dean Martin,Jazz,Jazz
Deap Vally,Blues,Blues
Death Cab for Cutie,"Folk,Pop",Folk
Death From Above 1979,"Blues,Alternative",Blues
Death Grips,"Alternative,Hip-Hop",Hip-Hop
Deaton Chris Anthony,R&B,R&B
Deca,Jazz,Jazz
Declan J Donovan,Folk,Folk
Decyfer Down,Alternative,Alternative
Dee Dee Bridgewater,"Blues,Jazz",Blues
Dee Dee Sharp,Blues,Blues
Deeb,Jazz,Jazz
Deem Spencer,R&B,R&B
Deep Purple,Blues,Blues
Deepfield,Alternative,Alternative
Deer Tick,"Alternative,Folk",Folk
Deerhunter,"Alternative,Folk",Folk
Default,Pop,Pop
Deftones,Alternative,Alternative
Del Shannon,Folk,Folk
Del The Funky Homosapien,"Alternative,Hip-Hop",Alternative
Dela,Jazz,Jazz
Delbert McClinton,Blues,Blues
Delicatessen,Jazz,Jazz
Delta Rae,Folk,Folk
