artist_name,genre - Mode
Paolo Fresu,Jazz
Paolo Nutini,Folk
Papa Charlie Jackson,Blues
Papa Roach,Alternative
Papercut Massacre,Alternative
Papik,Jazz
Parachute,Pop
Paramore,Pop
Paris,Hip-Hop
Parisalexa,R&B
Parker Millsap,Blues
Parkway Drive,Alternative
Parov Stelar,Jazz
Parquet Courts,Folk
Pascal Rogé,Classical
Passenger,Pop
Passion,Alternative
Passion Pit,Folk
Pastor Troy,Hip-Hop
Pat Benatar,Pop
Pat Coil,Jazz
Pat Metheny,Jazz
Pat Metheny Group,Jazz
Pat The Bunny,Folk
Pat Travers,Blues
Pat Van Dyke,Jazz
Patrice O'Neal,Comedy
Patrick Bradley,Jazz
Patrick Paige II,Alternative
Patrick Sweany,Blues
Patrick Watson,Folk
Patti Austin,Jazz
Patti Drew,Blues
Patti LaBelle,R&B
Patti Page,Jazz
Patti Smith,Folk
Patton Oswalt,Comedy
Patty Griffin,Folk
Paul Baribeau,Folk
Paul Brown,Jazz
Paul Davis,Folk
Paul Desmond,Jazz
Paul F. Tompkins,Comedy
Paul Gilbert,Classical
Paul Hardcastle,Jazz
Paul Hindemith,Classical
"Paul Jackson, Jr.",Jazz
Paul McCartney,Folk
Paul Mealor,Classical
Paul Mooney,Comedy
Paul Rodgers,Blues
Paul Simon,Folk
Paul Taylor,Jazz
Paul Wall,Hip-Hop
Paula Cole,Folk
Paula DeAnda,R&B
Paula Poundstone,Comedy
Paulo Londra,Hip-Hop
Paulus Schäfer,Jazz
Pav Dharia,Hip-Hop
Pavement,Folk
Peabo Bryson,R&B
Peach Tree Rascals,Alternative
Pearl Django,Jazz
Pearl Jam,Alternative
Pedro Conga,Jazz
Peewee Longway,Hip-Hop
Peggy Lee,Jazz
Peggy Scott-Adams,Blues
Penny and Sparrow,Folk
People Under The Stairs,Jazz
Per Nørgård,Classical
Percy Grainger,Classical
Perfume Genius,Folk
Perry Como,Jazz
Pet Shop Boys,Pop
Pete Holmes,Comedy
Pete Josef,Jazz
Pete Molinari,Blues
Pete Rock,Jazz
Pete Rock & C.L. Smooth,Alternative
Pete Seeger,Folk
Pete Townshend,Folk
Pete Yorn,Folk
Peter And Gordon,Blues
Peter Appleyard,Jazz
Peter Bjorn and John,Alternative
Peter Boyer,Classical
Peter Bradley Adams,Folk
Peter Broderick,Pop
Peter Frampton,Blues
Peter Green,Blues
Peter Maxwell Davies,Classical
Peter Schickele,Classical
Peter Schmalfuss,Classical
Peter Schreier,Opera
Peter Sellers,Comedy
Peter White,Jazz
Peter Wiegold,Classical
"Peter, Paul and Mary",Folk
Petey Pablo,Pop
Petula Clark,Folk
Phantogram,Alternative
Pharoah Sanders,Jazz
Pharoahe Monch,Alternative
Pharrell Williams,Pop
Phil Ochs,Folk
Phil Perry,Jazz
Phil Wickham,Alternative
Phil Woods,Jazz
Philadelphia Orchestra,Classical
Philharmonia Orchestra,Opera
Philip Glass,Classical
Philip Sayce,Blues
Philippe Jaroussky,Opera
Phillip Larue,Folk
Phillip Phillips,Folk
"Phillips, Craig & Dean",Alternative
Phineas Newborn Jr.,Jazz
Phish,Blues
Phlake,R&B
Phoebe Bridgers,Folk
Phoebe Ryan,Pop
Phoebe Snow,Blues
Phoenix,Alternative
Phoniks,Jazz
Phonte,Alternative
Phony Ppl,Alternative
Phora,Hip-Hop
Phosphorescent,Folk
Phyllis Hyman,Jazz
Pia Mia,R&B
Picture This,Folk
Pieces Of A Dream,Jazz
Pierce The Veil,Pop
Piero Cappuccilli,Opera
Pietro Domenico Paradisi,Opera
Pietro Mascagni,Opera
Pigeondust,Jazz
Pinchas Zukerman,Classical
Pinegrove,Folk
Pink Martini,Jazz
Pink Sweat$,R&B
Pip Millett,R&B
Pisk,Jazz
Piso 21,Pop
Pitbull,Hip-Hop
Pivot Gang,Alternative
Pixies,Alternative
Pi’erre Bourne,Hip-Hop
Placebo,Alternative
Planetshakers,Alternative
Playboi Carti,Hip-Hop
Pleasure P,R&B
Plested,Folk
Plies,R&B
Plini,Jazz
Plumb,Alternative
Plácido Domingo,Opera
PnB Rock,Hip-Hop
Poco,Folk
Polo & Pan,Pop
Polo Polo,Comedy
Pomegranate Tiger,Jazz
Poncho Sanchez,Jazz
Pond,Folk
Poo Bear,R&B
Poolside,Alternative
Pop Evil,Alternative
Popa Chubby,Blues
Poppy,Pop
Porno for Pyros,Alternative
Port Cities,Folk
Portico Quartet,Jazz
Portugal. The Man,Pop
Post Malone,Pop
Potatohead People,Jazz
Pouya,Hip-Hop
Powerman 5000,Alternative
Powers Pleasant,Hip-Hop
Precious Bryant,Blues
Preme,Hip-Hop
Pretenders,Folk
Pretty Ricky,Hip-Hop
Pretty Vicious,Alternative
Pretty Yende,Opera
Prides,Folk
Primal Fear,Classical
Primal Scream,Alternative
Primus,Alternative
Prince Daddy & the Hyena,Alternative
Prince Royce,Pop
Princess Nokia,R&B
Procol Harum,Blues
Professor Longhair,Blues
Proleter,Jazz
Promoting Sounds,Hip-Hop
Prophets Of Rage,Alternative
Public Enemy,Hip-Hop
Puddle Of Mudd,Alternative
Puerto Rican Power,Jazz
Puma Blue,R&B
Punch Brothers,Folk
Pure Prairie League,Folk
Purple Mountains,Alternative
Puscifer,Alternative
Pusha T,Hip-Hop
Pyeng Threadgill,Blues
Pyotr Ilyich Tchaikovsky,Classical
Pérez Prado,Jazz
Q-Tip,Hip-Hop
QUIN,R&B
Quaker City Night Hawks,Blues
Quality Control,Hip-Hop
Quantic,Jazz
Quasimode,Jazz
Quasimoto,Alternative
Quavo,Hip-Hop
Queen Naija,R&B
Queens of the Stone Age,Blues
Queensrÿche,Classical
Quicksilver Messenger Service,Blues
Quiet Arrows,Folk
Quincy,R&B
Quincy Jones,Jazz
Quinn XCII,Pop
Quintette du Hot Club de France,Jazz
R+R=NOW,Jazz
R.E.M.,Alternative
R.K.M & Ken-Y,Hip-Hop
R.L. Burnside,Blues
R.LUM.R,Alternative
R3HAB,Pop
RAC,Alternative
RAIGN,Alternative
RAY BLK,R&B
RAYE,R&B
RC & The Gritz,R&B
REASON,Hip-Hop
REO Speedwagon,Folk
RIMON,R&B
RINI,Alternative
RJD2,Jazz
RKCB,R&B
ROLE MODEL,R&B
ROMderful,Alternative
ROSALÍA,R&B
ROZES,Pop
RY X,Folk
Ra,Alternative
Ra Ra Riot,Folk
Raaf Hekkema,Classical
Racer X,Classical
Rachael Yamagata,Folk
Rachel Feinstein,Comedy
Rachel Platten,Pop
Rachelle Ferrell,Jazz
Rachelle Spring,Jazz
Rad Museum,R&B
Radiant Children,R&B
Radiator Hospital,Folk
Radical Face,Folk
Radio Birdman,Blues
Radio Moscow,Blues
Radiohead,Alternative
Rae Sremmurd,Hip-Hop
RaeLynn,Pop
Raekwon,Hip-Hop
Rafael Anton Irisarri,Jazz
Rafferty,Alternative
Raffi,Folk
Ragan Whiteside,Jazz
Rage Against The Machine,Alternative
Raheem DeVaughn,R&B
Rainbow Kitten Surprise,Folk
Rains,Alternative
Rakesh Chaurasia,Classical
Rakim,Hip-Hop
Raleigh Ritchie,R&B
Ralph McTell,Folk
Ralph Myerz and the Herren Band,Jazz
Ralph Vaughan Williams,Classical
Ralphie May,Comedy
Ramirez,Hip-Hop
Rammstein,Alternative
Ramsey Lewis,Jazz
Ramshackle Glory,Folk
Ramz,Hip-Hop
Ramón Vargas,Opera
Randy Crawford,Jazz
Raphael Saadiq,Hip-Hop
Rapsody,Alternative
Rare Earth,Blues
Rascal Flatts,Pop
Raspberries,Pop
Rasta,Folk
Ratatat,Alternative
Rationale,Folk
Raveena,Alternative
Ravi Shankar,Classical
Ravyn Lenae,R&B
Rawayana,Alternative
Ray Barretto,Jazz
Ray Bonneville,Blues
Ray Bryant,Jazz
Ray Charles,Blues
Ray J,R&B
Ray LaMontagne,Folk
Rayana Jay,R&B
Rayland Baxter,Folk
Real Estate,Folk
Real Friends,Alternative
"Real Orquesta Sinfónica de Sevilla, Spanish Folklore",Classical
Reatards,Blues
Rebirth Brass Band,Jazz
Red,Alternative
Red City Radio,Folk
Red Fang,Alternative
Red Garland,Jazz
Red Hot Chili Peppers,Alternative
Red Velvet,Pop
Redd Foxx,Comedy
Redlight King,Alternative
Reggie P,Blues
Regina Spektor,Folk
Regino Sainz De La Maza,Classical
Regulo Caro,Pop
Reigning Sound,Blues
Reignwolf,Blues
Reik,Pop
Rejjie Snow,R&B
Relient K,Alternative
Relja,Folk
Rels B,R&B
Remmy Valenzuela,Pop
Remo Anzovino,Jazz
Remo Drive,Alternative
Remulak,Jazz
Remy Ma,R&B
Renata Scotto,Opera
Renata Tebaldi,Opera
Rence,R&B
Rend Collective,Alternative
Renee Olstead,Jazz
René Jacobs,Opera
Renée Fleming,Opera
Reo Cragun,Hip-Hop
Republican Hair,Alternative
Residente,Hip-Hop
Return To Forever,Jazz
Reuben And The Dark,Folk
Rev Theory,Alternative
Reva DeVito,R&B
Revocation,Jazz
Revol,Hip-Hop
Revolver Cannabis,Pop
Rex Orange County,Pop
Rexx Life Raj,R&B
Reykon,Hip-Hop
Rhapsody,Classical
Rhapsody Of Fire,Classical
Rhye,Folk
Rhys Lewis,Folk
Ricad Hutapea,Jazz
Ricardo Arjona,Pop
Ricardo Pérez,Comedy
Ricardo Ray,Jazz
Riccardo Broschi,Opera
Riccardo Muti,Opera
Rich Boy,Hip-Hop
Rich Brian,Hip-Hop
Rich Gang,Hip-Hop
Rich Homie Quan,Hip-Hop
Rich The Kid,Hip-Hop
Richard Danielpour,Classical
Richard Elliot,Jazz
Richard Elliott,Jazz
Richard Hell,Blues
Richard Heuberger,Opera
Richard Jeni,Comedy
Richard Marx,Pop
Richard Pryor,Comedy
Richard Reed Parry,Classical
Richard Spaven,Jazz
Richard Strauss,Classical
Richard Swift,Folk
Richard Tucker,Opera
Richard Wagner,Opera
Richie Kotzen,Classical
Richie Ray,Jazz
Rick Braun,Jazz
Rick Derringer,Blues
Rick James,Hip-Hop
Rick Ross,Hip-Hop
Rick Wakeman,Jazz
Ricky Martin,Pop
Ricky Nelson,Folk
Rico Love,R&B
Rico Nasty,Pop
Riff Raff,Hip-Hop
"Right Away, Great Captain!",Folk
Rihanna,R&B
Riley Green,Pop
Rilo Kiley,Folk
Rina Sawayama,R&B
Rinaldo Alessandrini,Opera
Ringo Starr,Folk
Rise Against,Alternative
Rita Ora,R&B
Rittz,Hip-Hop
Rival Sons,Blues
River Tiber,R&B
Riverdale Cast,Pop
Rivers Cuomo,Alternative
Rixton,Pop
Ro James,R&B
Rob $tone,Hip-Hop
Rob Zombie,Alternative
Robb Bank$,Hip-Hop
Robben Ford,Blues
Robert Cambert,Opera
Robert Cray,Blues
Robert DeLong,Alternative
Robert Glasper,Jazz
Robert Glasper Experiment,Jazz
Robert Johnson,Blues
Robert Kelly,Comedy
Robert Merrill,Opera
Robert Palmer,Folk
Robert Plant,Blues
Robert Randolph & The Family Band,Blues
Robert Schimmel,Comedy
Robert Schumann,Classical
Robert Stolz,Opera
Robert Wilkins,Blues
Roberta Flack,Jazz
Roberta Gambarini,Jazz
Roberto Alagna,Opera
Roberto Flores,Comedy
Roberto Musci,Jazz
Roberto Roena,Jazz
Roberto Roena Y Su Apollo Sound,Jazz
Roberto Torres,Jazz
Robin Schulz,Pop
Robin Thicke,R&B
Robin Trower,Blues
Robin Williams,Comedy
Robyn,Pop
Rocko,Hip-Hop
Rodney Carrington,Comedy
Rodney Dangerfield,Comedy
Rodríguez,Folk
Roger Miller,Folk
Rogue Wave,Folk
Roland Dyens,Classical
Rolando Villazón,Opera
Romane,Jazz
Romany Guitar Connection,Jazz
Romare,Jazz
Rombai,Pop
Ron Carter,Jazz
Ron Gallo,Blues
Ron Jarzombek,Classical
Ron Pope,Pop
Ron White,Comedy
Ronnie Earl,Blues
Ronnie Laws,Jazz
Ronnie Lovejoy,Blues
Ronny J,Hip-Hop
Ronny Jordan,Jazz
Roo Panes,Folk
Roosevelt,Alternative
Rory Gallagher,Blues
Rory Scovel,Comedy
Rosanne Cash,Folk
Rose Cousins,Folk
Rosemary Clooney,Jazz
Rosie Carney,Folk
Ross Lynch,Pop
Rostam,Folk
Rotimi,R&B
Roxette,Pop
Roy Ayers,Jazz
Roy Ayers Ubiquity,Jazz
Roy Blair,Pop
Roy Brown,Blues
Roy Buchanan,Blues
Roy Hamilton,Blues
Roy Hargrove,Jazz
Roy Orbison,Folk
Roy Woods,R&B
Royal Bliss,Alternative
Royal Blood,Blues
Royal Tusk,Alternative
"Royce Da 5'9""",Alternative
Ruben,Pop
Ruben Gonzalez,Jazz
Rubén Blades,Jazz
Ruel,Pop
Ruff Endz,R&B
Rufus Thomas,Blues
Rufus Wainwright,Pop
Ruggero Leoncavallo,Opera
Ruggero Raimondi,Opera
Run The Jewels,Alternative
Running Wild,Classical
Run–D.M.C.,Hip-Hop
Russ,Hip-Hop
Russ Freeman,Jazz
Russell Dickerson,Pop
Russell Gunn,Jazz
Russell Peters,Comedy
Ruth Ann Swenson,Opera
Ruth B.,Pop
Ruth Brown,Blues
Ruth Crawford Seeger,Classical
RuthAnne,R&B
Ruthie Foster,Blues
Rvssian,Hip-Hop
Ry Cooder,Blues
Ryahn,R&B
Ryan Adams,Folk
Ryan Adams & The Cardinals,Folk
Ryan Beatty,R&B
Ryan Bingham,Alternative
Ryan Caraveo,Hip-Hop
Ryan Destiny,R&B
Ryan Hemsworth,R&B
Ryan Hurd,Pop
Ryan Leslie,R&B
Ryan Montbleau,Folk
Ryan Oakes,Hip-Hop
Ryan Sickler,Comedy
Ryan Singer,Comedy
Ryan Stevenson,Alternative
Ryan Stout,Comedy
Ryan Trey,Alternative
Ryland James,R&B
Ryley Walker,Folk
Ryuichi Sakamoto,Classical
Röyksopp,Alternative
S. Carey,Folk
S. J. Tucker,Folk
SAINt JHN,Hip-Hop
SATICA,R&B
SBTRKT,R&B
SEAMS,Pop
SEUNGRI,Pop
SEVENTEEN,Pop
SF9,Pop
SG Lewis,R&B
SHAUN,Pop
SHINee,Pop
SHY Martin,Pop
SLANDER,Pop
SMLE,Pop
SOHN,R&B
STRFKR,Alternative
SUNMI,Pop
SURAN,R&B
SWV,R&B
SYML,Folk
SZA,Hip-Hop
Saba,Alternative
Sabrina Carpenter,Pop
Sabrina Claudio,Alternative
Sade,R&B
Sadistik,Hip-Hop
Sadiva,Jazz
Sage The Gemini,Hip-Hop
SahBabii,Hip-Hop
Said the Sky,Pop
Saint Asonia,Alternative
Saint Deamon,Classical
Saint Motel,Pop
Saint Privat,Jazz
Saint Raymond,Folk
Salaam Remi,Hip-Hop
Saliva,Alternative
Salt-N-Pepa,Hip-Hop
Sam Cooke,Pop
Sam Evian,Folk
Sam Feldt,Pop
Sam Fender,Folk
Sam Gendel,Jazz
Sam Hunt,Pop
Sam Kim,R&B
Sam Kinison,Comedy
Sam Morril,Comedy
Sam Smith,Pop
Sam Sure,R&B
Samantha Fish,Blues
Samiyam,Alternative
Samm Henshaw,R&B
Sammie,R&B
Sammy Davis Jr.,Jazz
Sampha,R&B
Samuel Barber,Classical
San Holo,Pop
Sanctus Real,Alternative
Sandy Denny,Folk
Sango,R&B
Santana,Blues
Santi,Alternative
Santigold,Alternative
Sara Bareilles,Folk
Sara Gazarek,Jazz
Sara Watkins,Folk
Sarah Jarosz,Folk
Sarah McKenzie,Jazz
Sarah McLachlan,Folk
Sarah Millican,Comedy
Sarah Reeves,Alternative
Sarah Silverman,Comedy
Sarah Vaughan,Jazz
Sasha Sloan,Pop
Savage Garden,Pop
Savatage,Classical
Saverio Mercadante,Opera
Saving Abel,Alternative
Savoy Brown,Blues
Saweetie,Pop
ScHoolboy Q,Hip-Hop
Scale The Summit,Jazz
Scarface,Hip-Hop
Scarlxrd,Hip-Hop
Scott H. Biram,Blues
Scott Hamilton,Jazz
Scott Helman,Folk
Scott Joplin,Classical
Scott McKenzie,Folk
Screamin' Jay Hawkins,Blues
Screaming Trees,Alternative
Sea Wolf,Folk
Seafret,Folk
Seals and Crofts,Folk
Sean Kingston,R&B
Sean Leon,Hip-Hop
Sean Paul,Pop
Seasick Steve,Blues
Seattle Symphony Orchestra,Classical
Seaway,Alternative
Sebastian,Alternative
Sebastian Yatra,Pop
Secondhand Serenade,Pop
Seether,Alternative
Seething Fuck Patties,Comedy
Selah,Alternative
Selena,Pop
Selena Gomez,Pop
Selena Gomez & The Scene,Pop
Selim Palmgren,Classical
Semisonic,Alternative
Sepultura,Alternative
Sergei Prokofiev,Classical
Sergei Rachmaninoff,Classical
Serj Tankian,Alternative
Session Victim,Jazz
Set It Off,Pop
Seth Ennis,Pop
Seth Walker,Blues
Sevdaliza,R&B
Seven Lions,Pop
Seven Mary Three,Alternative
Sevendust,Alternative
Sevyn Streeter,R&B
Shabaka and the Ancestors,Jazz
Shagabond,R&B
Shaggy,Pop
Shai,R&B
Shakewell,Hip-Hop
Shakey Graves,Folk
Shakira,Pop
Shakka,Hip-Hop
Shakti,Jazz
Shakura S'Aida,Blues
Shaman's Harvest,Alternative
Shameik Moore,R&B
Shane & Shane,Alternative
Shane Mauss,Comedy
Shania Twain,Pop
Shannon Curfman,Blues
Shannon Lay,Folk
Shannon and The Clams,Folk
Shanti Dope,Hip-Hop
Shaqdi,R&B
Sharon Jones & The Dap-Kings,Jazz
Sharon Shannon,Folk
Sharon Van Etten,Folk
Shawn Colvin,Folk
Shawn James & the Shapeshifters,Blues
Shawn Mendes,Pop
Shawty Lo,Hip-Hop
Shay Lia,Alternative
She & Him,Folk
Sheck Wes,Hip-Hop
Sheek Louch,Hip-Hop
Shelton Harris,Pop
Shemekia Copeland,Blues
Sheryl Crow,Folk
Shigeto,Jazz
Shilts,Jazz
Shinedown,Alternative
Shinichi Suzuki,Classical
Shining,Jazz
Shiny Toy Guns,Alternative
Shirley & Lee,Blues
Shirley Bassey,Jazz
Shirley Horn,Jazz
Shocking Blue,Folk
Shoffy,R&B
Shontelle,Pop
Shop Boyz,Hip-Hop
Shordie Shordie,Hip-Hop
Shoreline Mafia,Hip-Hop
Shovels & Rope,Blues
Shubh Saran,Jazz
Shuggie Otis,Jazz
Shwayze,Pop
Shy Girls,R&B
Shy Glizzy,Hip-Hop
Shyne,Hip-Hop
SiR,R&B
Sia,Pop
Sibylle Baier,Folk
Sick Puppies,Alternative
SicknessMP,Jazz
Sidewalk Prophets,Alternative
Sidiki Diabaté,Blues
Sidney Bechet,Jazz
Sierra Maestra,Jazz
Sigala,Pop
Sigrid,Pop
Sigur Rós,Folk
Sigurbodi,Folk
Sik-K,R&B
Silk,R&B
Silk City,Pop
Silvana Estrada,Jazz
Silver Jews,Folk
Silverchair,Alternative
Silversun Pickups,Alternative
Silvio Rodríguez,Alternative
Simon & Garfunkel,Folk
Simon Dominic,R&B
Simone Kermes,Opera
Simple Minds,Pop
Simple Plan,Pop
Sin Shake Sin,Alternative
Sinbad,Comedy
SinceWhen,Hip-Hop
Sinead Harnett,R&B
Sinitus Tempo,Jazz
Sinne Eeg,Jazz
Sinéad O'Connor,Folk
Siouxsie and the Banshees,Alternative
Sir Charles Jones,Blues
Sir Mix-A-Lot,Hip-Hop
Sir Sly,Alternative
Sisqo,Pop
Sister Rosetta Tharpe,Blues
Sithu Aye,Jazz
Siv Jakobsen,Folk
Six Organs Of Admittance,Folk
Sixx:A.M.,Alternative
Skalpel,Jazz
Skee-Lo,Hip-Hop
Skepta,Hip-Hop
Ski Mask The Slump God,Hip-Hop
Skillet,Alternative
Skindred,Alternative
Skinny Living,Folk
Skinshape,Jazz
Skip James,Blues
Skitz Kraven,Hip-Hop
Skizzy Mars,Hip-Hop
Skylar Grey,Pop
Slade,Blues
"Slaughter Beach, Dog",Alternative
Slave,Jazz
Slayer,Alternative
Sleater-Kinney,Alternative
Sledding With Tigers,Folk
Sleeping At Last,Folk
Sleeping With Sirens,Pop
Sleeping Wolf,Alternative
Sleigh Bells,Folk
Slick Rick,Alternative
Slim Harpo,Blues
Slim Thug,Hip-Hop
Slim.,Jazz
Slipknot,Alternative
Slowy,Jazz
Slum Village,Alternative
Slushii,Pop
Sly & The Family Stone,Folk
Sly5thAve,Jazz
Small Black,Alternative
Small Faces,Blues
Smash Into Pieces,Alternative
Smash Mouth,Alternative
Smif-N-Wessun,Alternative
Smile Empty Soul,Alternative
Smino,R&B
Smith & Thell,Pop
Smoke Dza,Alternative
Smokepurpp,Hip-Hop
Smokey Joe & The Kid,Jazz
Smokie Norful,R&B
Smooky MarGielaa,Hip-Hop
Smooth Dinner Jazz,Jazz
Smooth Jazz New York,Jazz
Smrtdeath,Hip-Hop
Snail Mail,Folk
Snakehips,Pop
Snares,Jazz
Snarky Puppy,Jazz
Snoh Aalegra,Alternative
Snooks Eaglin,Blues
Snooky Pryor,Blues
Snoop Dogg,Hip-Hop
Snorri Hallgrímsson,Classical
Snow Patrol,Pop
Snowy White,Blues
So Loki,Hip-Hop
SoMo,R&B
Soap&Skin,Folk
Soccer Mommy,Folk
Social Club Misfits,Hip-Hop
Social House,Pop
Soda Stereo,Alternative
Soen,Jazz
Sofia Karlberg,Pop
Soft Cell,Pop
Sola Rosa,Jazz
Solange,R&B
Soledad Brothers,Blues
Solomon Burke,Blues
Son House,Blues
Son Lux,Hip-Hop
Son Volt,Folk
SonReal,Hip-Hop
Sonata Arctica,Classical
Sonder,R&B
Sonic Youth,Blues
Sonny & Cher,Pop
Sonny & The Sunsets,Folk
Sonny Boy Williamson I,Blues
Sonny Boy Williamson II,Blues
Sonny Clark,Jazz
Sonny Criss,Jazz
Sonny Landreth,Blues
Sonny Rollins,Jazz
Sonny Sharrock,Jazz
Sonora Ponceña,Jazz
Sons Of Apollo,Classical
Sons Of Kemet,Jazz
Sons Of The East,Folk
Sonta,R&B
Sophie Milman,Jazz
Sophiya,R&B
Sorority Noise,Alternative
Soul Asylum,Alternative
Soul Ballet,Jazz
Soul Coughing,Alternative
Soul For Real,R&B
SoulChef,Jazz
Souleance,Jazz
Soulive,Jazz
Soulja Boy,Pop
Souls Of Mischief,Jazz
Souly Had,R&B
Soundgarden,Alternative
South Park Mexican,Hip-Hop
South of Royal,Alternative
Southern Avenue,Blues
Spandau Ballet,Pop
Speaker Knockerz,Hip-Hop
Speedometer,Jazz
Spencer.,R&B
Spice Girls,Pop
Spiderbait,Alternative
Spillage Village,Hip-Hop
Spin Doctors,Alternative
Spirit,Blues
Spiritualized,Folk
Sponge,Alternative
Spooky Black,R&B
Spooky Tooth,Blues
Spoon,Folk
Spyro Gyra,Jazz
St Germain,Jazz
St. Beauty,R&B
St. Lucia,Alternative
St. Vincent,Folk
Stacey Kent,Jazz
Staind,Alternative
Stan Forebee,Jazz
Stan Getz,Jazz
Stan Mosley,Blues
Stan Rogers,Folk
Stanley Clarke,Jazz
Stanley Turrentine,Jazz
Star Cast,R&B
Stars,Folk
Starset,Alternative
Static-X,Alternative
Statik Selektah,Alternative
Status Quo,Blues
Steamhammer,Blues
Steel Mill,Blues
Steely Dan,Blues
Steeve Laffont,Jazz
Steffie Beltt,Blues
Stefflon Don,Hip-Hop
Stellar Revival,Alternative
Stephen Kummer,Jazz
Stephen Lynch,Comedy
Stephen Paulus,Classical
Stephen Stills,Blues
Steppenwolf,Blues
Stereolab,Alternative
Stereoside,Alternative
Stetsasonic,Jazz
Steve Aoki,Pop
Steve Byrne,Comedy
Steve Cole,Jazz
Steve Earle,Folk
Steve Forbert,Alternative
Steve Goodman,Folk
Steve Harvey,Comedy
Steve Hofstetter,Comedy
Steve Howell,Blues
Steve Lacy,Alternative
Steve Martin,Comedy
Steve Miller Band,Blues
Steve Reich,Classical
Steve Tyrell,Jazz
Steve Vai,Classical
Steve Winwood,Pop
Steven Malcolm,Hip-Hop
Steven Wright,Comedy
Stevie Ray Vaughan,Blues
Stevie Stone,Hip-Hop
Stewart Francis,Comedy
Still Woozy,Alternative
Stitched Up Heart,Alternative
Stitches,Hip-Hop
Stjepan Hauser,Classical
Stone Sour,Alternative
Stone Temple Pilots,Alternative
Story Of The Year,Alternative
Strange Fruit Project,Jazz
Stratovarius,Classical
Streetwize,Jazz
Stromae,Pop
Studio Killers,R&B
Sturgill Simpson,Alternative
Stuttgart Piano Trio,Classical
Stwo,Alternative
Styles P,Hip-Hop
Styx,Folk
Stéphane Grappelli,Jazz
Stéphane Kerecki Quartet,Jazz
Submersed,Alternative
Submotion Orchestra,Jazz
Sudan Archives,Jazz
Sue Foley,Blues
Suff Daddy,Jazz
Sufjan Stevens,Folk
Sugababes,R&B
Sugar Candy Mountain,Folk
Sugar Ray,Alternative
Suicide,Blues
Sultan Khan,Classical
Sum 41,Alternative
Sumi Jo,Opera
Summer Walker,Alternative
Summerella,R&B
Summers Sons,Jazz
Sun Kil Moon,Folk
Sun Ra,Jazz
Sundara Karma,Folk
Sunni Colon,Alternative
Sunny Day Service,Jazz
Supergrass,Pop
Supersuckers,Blues
Supertramp,Folk
Supreme Beings of Leisure,Jazz
Surfaces,R&B
Susan Tedeschi,Blues
Susan Wong,Jazz
Susannah McCorkle,Jazz
Susie Arioli,Jazz
Susso,Jazz
Sviatoslav Richter,Classical
Swans,Jazz
Swarvy,Jazz
Sweeps,Jazz
Sweet,Blues
Swing De Gitanes,Jazz
Swing Republic,Jazz
Swingrowers,Jazz
Switchfoot,Alternative
Swizz Beatz,R&B
Swoope,Hip-Hop
Sy Ari Da Kid,R&B
Syd,R&B
Syd Barrett,Folk
Sydney Renae,R&B
Sylo Nozra,R&B
Sylvan Esso,Folk
Sylvan LaCue,Hip-Hop
Sylvester Weaver,Blues
Symphony X,Classical
System Of A Down,Alternative
T Bird and the Breaks,Blues
T-Bone Walker,Jazz
T-Pain,R&B
T-Wayne,Pop
T. Rex,Blues
T.I.,Hip-Hop
T.J. Miller,Comedy
T.K. Soul,Blues
TAEMIN,Pop
TAEYANG,R&B
TENDER,Alternative
TGT,R&B
THE ORAL CIGARETTES,Pop
THEMXXNLIGHT,R&B
THEY.,R&B
TK Kravitz,Hip-Hop
TK N Cash,Hip-Hop
TLC,Hip-Hop
TOBi,Hip-Hop
TOPS,Alternative
TQ,R&B
TRACES,R&B
TRI4TH,Jazz
TV On The Radio,Alternative
TWENTY88,Alternative
TWICE,Pop
TXS,R&B
TYuS,R&B
Ta-ku,Alternative
Tab Benoit,Blues
Tadd Dameron,Jazz
Tahta Menezes,Jazz
Taio Cruz,Pop
Taj Mahal,Blues
Takashi Yoshimatsu,Classical
Takeoff,Hip-Hop
Taking Back Sunday,Pop
Takuya Kuroda,Jazz
Tal Farlow,Jazz
Talib Kweli,Hip-Hop
Talking Heads,Folk
Tall Black Guy,Jazz
Tall Heights,Folk
Talos,Folk
Tamar Braxton,R&B
Tamia,R&B
Tammy Pescatelli,Comedy
Tammy Rivera,R&B
Tampa Red,Blues
Tan Dun,Classical
Tana Mongeau,Pop
Tank,R&B
Tantric,Alternative
Tape Five,Jazz
Taproot,Alternative
Taryn Spilmann,Jazz
Taste,Blues
Tate McRae,Pop
Tay-K,Hip-Hop
Tayla Parx,Alternative
Taylor Diaz,R&B
Taylor McFerrin,Jazz
Taylor Swift,Pop
TeaMarrr,Alternative
Tech N9ne,Hip-Hop
Tech N9ne Collabos,Pop
Ted Hawkins,Blues
Ted Nugent,Blues
Tedashii,Hip-Hop
Teddy Pendergrass,R&B
Teddy Robb,Pop
Teddybears,Alternative
Tedeschi Trucks Band,Blues
Tee Grizzley,Hip-Hop
Teedra Moses,Alternative
Teena Marie,R&B
Teenage Wrist,Alternative
Teeth Of The Sea,Jazz
Tegan and Sara,Folk
Tego Calderon,Hip-Hop
Tei Shi,R&B
Television,Blues
Temple Of The Dog,Alternative
Ten Years After,Blues
Tenacious D,Comedy
Tennis,Folk
Tenth Avenue North,Alternative
Terence Blanchard,Jazz
Teresa Berganza,Opera
