Selected,genre,instance_id,track_name,artist_name,NLRNG (Alternative),NLRNG (Blues),NLRNG (Classical),NLRNG (Comedy),NLRNG (Folk),NLRNG (Hip-Hop),NLRNG (Jazz),NLRNG (Opera),NLRNG (Pop),NLRNG (R&B)
No,Hip-Hop,158.0,Inhale Exhale (feat. Protoje),empty_field,0.103036,0.00754937,0.00211544,0.00160343,0.0227321,0.362972,0.011596,0.00129204,0.25257,0.234534
No,Pop,159.0,Work B**ch,Britney Spears,0.0444942,0.00871843,0.00133976,0.00112503,0.0355263,0.118414,0.00564729,0.00100983,0.69527,0.0884546
No,Alternative,160.0,Tiny Raindrop,empty_field,0.827969,0.0248403,0.0334051,0.000672888,0.0584483,0.0103575,0.0106552,0.000666991,0.00713024,0.0258548
No,Hip-Hop,161.0,"I Need a GirlPt. 2 (feat. Loon, Ginuwine & Mario Winans)",Diddy,0.0447544,0.00179964,0.000710373,0.00118115,0.00473023,0.495909,0.0157586,0.000870549,0.281893,0.152394
No,Pop,162.0,Not Nice,empty_field,0.0839508,0.0154706,0.00248006,0.00184232,0.0784501,0.119617,0.0116126,0.00159826,0.521646,0.163332
No,Jazz,163.0,False Calls,empty_field,0.0958145,0.0567596,0.0149256,0.00298541,0.134608,0.017166,0.495999,0.00278903,0.00653846,0.172414
No,Jazz,164.0,Lush,Four Tet,0.0746277,0.102798,0.024985,0.00408816,0.244859,0.0162754,0.416325,0.00444225,0.00804356,0.103557
No,Jazz,165.0,Arrivederci Roma - Remastered,Dean Martin,0.0200763,0.0668845,0.215868,0.00406982,0.216687,0.00403679,0.371654,0.0694867,0.0130595,0.0181775
No,Pop,166.0,Drive (feat. Gray),Jay Park,0.120812,0.0223558,0.00344599,0.00247835,0.0811467,0.135875,0.0173382,0.00200601,0.40168,0.212861
No,Jazz,167.0,Chalk Dust Torture (Live) - 7/28/17 Chocolate,Phish,0.015581,0.391215,0.0530926,0.00680026,0.0498289,0.00335827,0.456461,0.00514329,0.000937244,0.0175826
No,R&B,168.0,Worth It,empty_field,0.165423,0.0353004,0.00789532,0.00390488,0.1384,0.0372403,0.104403,0.00258596,0.0158409,0.489006
No,Pop,169.0,Something to Believe,Hollywood Undead,0.226022,0.0275521,0.0067393,0.00250613,0.0862856,0.19251,0.0185375,0.00209865,0.252203,0.185546
No,Alternative,170.0,Coffee and TV,Blur,0.333681,0.0378074,0.00842534,0.00293002,0.140323,0.106772,0.049681,0.00239321,0.1539,0.164087
No,Pop,171.0,Father Of 4 (feat. Big Rube),Offset,0.0220805,0.00253079,0.000547462,0.00081243,0.00732601,0.423484,0.00450213,0.000705968,0.435831,0.10218
No,Pop,172.0,Santa Monica,Everclear,0.103662,0.0130485,0.0037983,0.00125776,0.051581,0.117227,0.00714948,0.00122842,0.610873,0.090174
No,Blues,173.0,Junk,The Suicide Machines,0.00517561,0.917699,0.00828695,0.0231186,0.0106165,0.000575583,0.0302852,0.00154252,0.000388979,0.00231066
No,R&B,174.0,Pick Up,PLAZA,0.0660237,0.00414025,0.000799905,0.00126584,0.0200019,0.0561866,0.0280354,0.000634727,0.00464299,0.818269
No,Opera,175.0,Il lacerato spirito (Simon Boccanegra),Cesare Siepi,0.000541673,0.00215214,0.0417631,0.0013483,0.000572373,0.000480898,0.000930854,0.950998,0.000434656,0.00077777
No,Alternative,176.0,My City,Better Oblivion Community Center,0.417465,0.0399548,0.00737837,0.00182997,0.23491,0.0386162,0.019828,0.0016924,0.156273,0.0820523
No,Folk,177.0,Tessellate - Bonus Track,Ellie Goulding,0.0860735,0.0531885,0.00834355,0.00276012,0.580477,0.00678518,0.115256,0.00268951,0.0329104,0.111516
No,Hip-Hop,178.0,"A Boy Named Sue - Live at San Quentin State Prison, San Quentin, CA - February 1969",Johnny Cash,0.103071,0.0201349,0.00404369,0.00536175,0.0353325,0.44128,0.0797027,0.00291888,0.0697616,0.238393
No,Comedy,179.0,Linus,Chris Maddock,0.000893103,0.00218797,0.000558991,0.991539,0.000676508,0.000701048,0.00123773,0.00074638,0.000476822,0.000982391
No,Folk,180.0,Como tú,Orquesta Zaperoko del Callao,0.156253,0.123725,0.0192568,0.00500146,0.364948,0.0136525,0.195958,0.00296933,0.0180577,0.100177
No,Folk,181.0,Night Channels,Foxing,0.25803,0.0860354,0.0158986,0.00512482,0.3228,0.0171665,0.0984664,0.00305581,0.018919,0.174504
No,Pop,182.0,Toxicity,System Of A Down,0.0355588,0.00730306,0.00183952,0.000586675,0.0353667,0.0625019,0.00246186,0.000630237,0.808804,0.0449472
No,Comedy,183.0,"An Encore, Pranks, And Love",Myq Kaplan,0.00087872,0.00217121,0.000556212,0.99164,0.000668478,0.000690415,0.00121926,0.000743459,0.0004691,0.000962876
No,Classical,184.0,"Les contes d'Hoffmann, Act II: C'est une chanson d'amour (Live)",Jacques Offenbach,0.00210321,0.0112106,0.788096,0.00191381,0.00464259,0.0012329,0.0141015,0.172768,0.00188942,0.00204163
No,R&B,185.0,Where's Yesterday,Slakah The Beatchild,0.134998,0.00332008,0.000978072,0.00159882,0.0113583,0.356244,0.0331045,0.000949618,0.0322411,0.425207
No,R&B,186.0,I Don’t Wanna Die,Hollywood Undead,0.267463,0.0117747,0.00761012,0.0017382,0.0392568,0.196803,0.0286728,0.00123031,0.0315466,0.413904
No,Classical,187.0,"Cello Concerto In B Minor, Op.104, B.191: 3. Finale (Allegro moderato)",empty_field,0.00118609,0.00452162,0.895416,0.000752959,0.00439326,0.000692074,0.0192512,0.0712678,0.00142502,0.00109374
No,R&B,188.0,Ride On,empty_field,0.106744,0.0343835,0.00430705,0.00573363,0.068485,0.0449897,0.0609463,0.00196983,0.00710029,0.665341
No,Alternative,189.0,El Murguero - Original Version,empty_field,0.380817,0.0985002,0.0280991,0.00574916,0.199545,0.0236545,0.0675127,0.0027759,0.0121111,0.181235
No,Jazz,190.0,I Heard It Through The Grapevine,empty_field,0.0135307,0.163396,0.0174685,0.00314523,0.0322507,0.0033264,0.742452,0.00191077,0.000635234,0.0218845
No,Folk,191.0,You've Got a Friend,James Taylor,0.0712401,0.0415172,0.00640292,0.00264277,0.350664,0.0248538,0.0485417,0.0029221,0.338045,0.11317
No,Jazz,192.0,"Au bar du Petit Bac - BOF ""Ascenseur pour l'échafaud""",Miles Davis,0.013994,0.0774914,0.159485,0.00306565,0.0385725,0.0038308,0.67259,0.00824524,0.00110696,0.0216185
No,Folk,193.0,Fightin Side Of Me,Merle Haggard,0.0977131,0.155894,0.00853894,0.00509079,0.421068,0.0276706,0.106892,0.00348402,0.0674624,0.106186
No,Classical,194.0,"String Quartet No. 15 in D Minor, K. 421: I. Allegro",Wolfgang Amadeus Mozart,0.00139148,0.00514743,0.85915,0.00101288,0.00465162,0.000835125,0.0194104,0.105317,0.00177347,0.00131007
No,R&B,195.0,Heartlines - MOUNT Remix,Broods,0.217022,0.0115757,0.00222303,0.00206068,0.0593602,0.135188,0.0371436,0.00125892,0.0285663,0.505601
No,Opera,196.0,"Mefistofele: Prelude - Ave, Signor degli angeli e dei santi (Falangi Celesti) [Live]",Arrigo Boito,0.00102156,0.00268171,0.0763154,0.00152032,0.00203877,0.000764362,0.00324193,0.90985,0.0012022,0.00136396
No,Blues,197.0,Fire and Smoke,Earl Thomas Conley,0.0594693,0.45432,0.0146827,0.0165173,0.290216,0.00387583,0.119025,0.00404405,0.00544381,0.032406
No,Comedy,198.0,Jack In the Box,George Lopez,0.000916062,0.00228369,0.000623037,0.9911,0.00071472,0.000720936,0.00127907,0.00085256,0.000498835,0.00101143
No,Classical,199.0,"The Last Debate - feat. Sissel Performing ""Asëa Aranion""",Howard Shore,0.000938325,0.00277438,0.924021,0.00044534,0.00510344,0.000497369,0.0240445,0.0398136,0.0015597,0.000802718
No,Blues,200.0,I Can't Wait,Hepcat,0.0594176,0.445602,0.0195777,0.0169606,0.118572,0.00673107,0.28041,0.00402716,0.0030453,0.0456574
No,Folk,201.0,Back From Gone,Josh Turner,0.154128,0.0488022,0.0104768,0.00252363,0.563997,0.008088,0.07195,0.00272943,0.0339499,0.103355
No,R&B,202.0,Brotha,Angie Stone,0.0750793,0.0052312,0.0012086,0.0022156,0.0182762,0.213238,0.0491979,0.00114874,0.0133108,0.621094
No,Folk,203.0,Love Is Stronger Than Pride,Sade,0.0980517,0.0473227,0.00572745,0.00185623,0.591113,0.00899695,0.108135,0.00191533,0.0540116,0.0828694
No,Folk,204.0,Divorce,Alex Cameron,0.140211,0.19897,0.0157907,0.0113553,0.490356,0.0037723,0.0858193,0.00352079,0.00626179,0.0439425
No,Comedy,205.0,My Favorite Astronaut,Dana Gould,0.000864579,0.00213283,0.000545619,0.99178,0.000656802,0.000681443,0.00119424,0.000733189,0.000463527,0.000947378
No,Pop,206.0,Heartline,Craig David,0.0280129,0.00399577,0.000694068,0.000802274,0.017068,0.118357,0.00361803,0.000721496,0.738329,0.0884019
No,Folk,207.0,Said Nobody,empty_field,0.319029,0.0615619,0.0131828,0.00278418,0.405433,0.0209382,0.048716,0.00187328,0.0235935,0.102887
No,Blues,208.0,Imposible Amor,Ken-Y,0.0199702,0.802566,0.0200108,0.0237984,0.0331044,0.00424995,0.0743567,0.00324026,0.00319904,0.0155046
No,R&B,209.0,Dos Locos,Justin Quiles,0.208137,0.0510381,0.0130401,0.00408387,0.136024,0.0680756,0.113446,0.00270368,0.0159181,0.387533
No,R&B,210.0,Tanto Por Ti,Fyahbwoy,0.0882738,0.0313089,0.0067388,0.00616279,0.0487508,0.0308302,0.104585,0.00215841,0.00381525,0.677376
No,Jazz,211.0,Cuernú,empty_field,0.0262706,0.0627737,0.0130335,0.00259144,0.0310736,0.0097896,0.800825,0.00192686,0.00178106,0.0499344
No,Opera,212.0,Le Domino noir / Act 2: La belle Inès fait florès,Daniel Auber,0.000706819,0.00323972,0.0536661,0.001917,0.000655881,0.000605255,0.0011433,0.936659,0.000456126,0.000951146
No,Folk,213.0,No One Told Me Why,알레프 ALEPH,0.163503,0.0390055,0.00753959,0.00285158,0.440673,0.012406,0.0771471,0.00245189,0.0395905,0.214831
No,Folk,214.0,Come As You Are,Crowder,0.143113,0.034221,0.00537852,0.00171718,0.565278,0.0104139,0.0378943,0.00183276,0.121357,0.0787939
No,Alternative,215.0,Bands Make Her Dance,Logan Mize,0.523927,0.0394505,0.0151838,0.00135294,0.24927,0.0215797,0.0289275,0.00113525,0.0219205,0.0972532
No,Jazz,216.0,More Than A Woman - Original Version,Calvin Richardson,0.0312728,0.075338,0.0194261,0.00411184,0.0481974,0.00916607,0.725642,0.00295579,0.0013209,0.0825694
No,Pop,217.0,Walk Like an Egyptian,The Bangles,0.0684635,0.0088154,0.00218408,0.00129573,0.027598,0.20588,0.00833174,0.00120982,0.570968,0.105254
No,Pop,218.0,Igual Que Ayer,R.K.M & Ken-Y,0.0393261,0.00393063,0.000918864,0.00114515,0.0130402,0.324514,0.00785508,0.000937263,0.478282,0.13005
No,Jazz,219.0,"Touch Me I'm Going To Scream, Pt. 2",My Morning Jacket,0.0821483,0.0822234,0.015176,0.00282858,0.164484,0.0119314,0.533369,0.00251504,0.00659344,0.0987308
No,Folk,220.0,Traveling Alone,Tift Merritt,0.110602,0.0476607,0.00811366,0.00233065,0.582765,0.00757687,0.0895483,0.00255356,0.0485933,0.100256
No,Opera,221.0,Giselle: Act I: Allegretto,Adolphe Adam,0.00130829,0.00431546,0.144361,0.00209872,0.0018919,0.000965778,0.00339145,0.839045,0.00101945,0.00160369
No,Comedy,222.0,Happy Birfday,Greg Giraldo,0.00121012,0.00266851,0.000687575,0.988999,0.000848177,0.000961126,0.00171552,0.00088505,0.000651364,0.00137394
No,Comedy,223.0,Women's Movement,empty_field,0.00110228,0.00233371,0.000622856,0.990162,0.000776882,0.000900228,0.00147546,0.000819903,0.000608737,0.00119828
No,R&B,224.0,Pick up the Phone,empty_field,0.264235,0.0214344,0.00621898,0.00338005,0.0994428,0.0382388,0.0496643,0.002114,0.0152774,0.499994
No,Comedy,225.0,The War In Iraq,Lewis Black,0.000906768,0.00219281,0.000561911,0.991446,0.00068053,0.000716453,0.00125855,0.000749527,0.000486524,0.00100051
No,Hip-Hop,226.0,Rap God,Eminem,0.0142095,0.00149212,0.000450364,0.000585955,0.00321011,0.577318,0.00345575,0.000524341,0.349012,0.0497422
No,Folk,227.0,Way to be Loved,TOPS,0.189234,0.0532923,0.00456704,0.0035348,0.28998,0.0495769,0.0670837,0.00236924,0.0576134,0.282749
No,Jazz,228.0,Elements,Lemon Jelly,0.0183013,0.0871595,0.0273403,0.00214779,0.0419413,0.00286247,0.792423,0.00214863,0.000650389,0.0250257
No,Jazz,229.0,Am I Dreaming,Ol Skool,0.0477381,0.329783,0.0279843,0.00654254,0.0747385,0.0116114,0.437177,0.00337414,0.00545091,0.0555999
No,R&B,230.0,Baby-Baby-Baby,TLC,0.191357,0.0815877,0.0087067,0.00475378,0.20015,0.0612434,0.156725,0.00290951,0.0233272,0.26924
No,R&B,231.0,Tirano (feat. Fuego),Kali Uchis,0.215307,0.04518,0.00881196,0.00387329,0.155499,0.0785472,0.0550239,0.00249499,0.0288925,0.40637
No,R&B,232.0,Lens,Frank Ocean,0.0914479,0.0154634,0.00187384,0.00254664,0.0850169,0.138677,0.024363,0.00190165,0.28983,0.348879
No,Hip-Hop,233.0,Middle of the Mall,Pouya,0.0167132,0.0007195,0.000385838,0.000543756,0.0011249,0.808232,0.00702174,0.000426494,0.116805,0.0480268
No,Comedy,234.0,Clarinets and Kissing,Tommy Ryman,0.000864842,0.00212687,0.000541332,0.991808,0.000655274,0.000677352,0.00119168,0.000728026,0.000460634,0.000945751
No,Comedy,235.0,Banana Nose,Andrew Dice Clay,0.000857442,0.00211623,0.000539919,0.991857,0.000651092,0.000674682,0.00118089,0.000727101,0.000458529,0.00093708
No,Jazz,236.0,Blue Turning Grey Over You,Louis Armstrong,0.0753304,0.183085,0.024099,0.0096987,0.285531,0.00735449,0.318577,0.00620536,0.00894092,0.0811781
No,Folk,237.0,Capable,empty_field,0.284959,0.0457655,0.0100255,0.00164462,0.493807,0.0108936,0.0349957,0.00152706,0.0401357,0.0762466
No,Opera,238.0,"Tosca, Act II: Act II: O Galantuomo, come andò la caccia (Scarpia)",Giacomo Puccini,0.000518977,0.00213644,0.0364259,0.00136758,0.000500806,0.000461049,0.000781291,0.956699,0.000371433,0.000737417
No,Hip-Hop,239.0,Perdón,Mike Bahía,0.123905,0.00563443,0.00174897,0.00189278,0.0128362,0.409444,0.0551331,0.00126122,0.040258,0.347886
No,Hip-Hop,240.0,Hell Of A Night,empty_field,0.040518,0.00393023,0.0011844,0.00107667,0.0101111,0.453115,0.00767216,0.000935789,0.377571,0.103886
No,Jazz,241.0,Mulatu - Stereo Master,Mulatu Astatke,0.0272518,0.200041,0.0305952,0.00702249,0.0922065,0.00295879,0.605256,0.0045963,0.0019672,0.0281043
No,Hip-Hop,242.0,OKAY (feat. Future),empty_field,0.0280518,0.00197498,0.000800642,0.000756904,0.00407002,0.71149,0.00674744,0.000625256,0.157853,0.0876304
No,Folk,243.0,(En) El Séptimo Día - Remasterizado 2007,Soda Stereo,0.323336,0.104096,0.0194903,0.00264555,0.456394,0.00620484,0.0399935,0.00161134,0.0118425,0.0343856
No,Alternative,244.0,Welcome to Hell,Ska-P,0.766512,0.0368262,0.027034,0.000951467,0.0998409,0.0112486,0.0152932,0.000845911,0.0106555,0.0307918
No,Classical,245.0,Against The Sky - 2005 Digital Remaster,Harold Budd,0.000866073,0.00240277,0.931986,0.000374068,0.00517387,0.000447135,0.0245266,0.0319905,0.00151165,0.000720776
No,Hip-Hop,246.0,Pony,empty_field,0.0258081,0.0012855,0.000563406,0.000805891,0.00239641,0.716575,0.00933382,0.000619591,0.169737,0.0728749
No,Blues,247.0,Rock & Roll Soul,empty_field,0.00927522,0.887464,0.0165093,0.0110419,0.0184217,0.00133442,0.0495286,0.00148521,0.000891723,0.00404826
No,Folk,248.0,That's How I Got To Memphis,Tom T. Hall,0.0681249,0.127948,0.00820906,0.0034848,0.634743,0.00525293,0.0859039,0.00254666,0.0199638,0.0438222
No,Opera,249.0,"Falstaff, Act II Scene 2: ""Quand'ero paggio""",Giuseppe Verdi,0.000746459,0.00309959,0.0403153,0.00194258,0.000742051,0.000607413,0.00115103,0.949948,0.000460585,0.00098689
No,R&B,250.0,"Blunt and a Ho (feat. MURS, Ubiquitous)",Tech N9ne Collabos,0.0649504,0.00441642,0.000864388,0.0015028,0.020075,0.0618889,0.031444,0.000699688,0.00449529,0.809663
No,Jazz,251.0,Lo Hecho Hecho Esta,Tego Calderon,0.0323454,0.0839813,0.00831086,0.00435993,0.0307584,0.00699499,0.793292,0.00151006,0.00143262,0.0370146
No,Jazz,252.0,Last Tango In Paris,empty_field,0.00868822,0.0864667,0.0147488,0.00159758,0.0219735,0.00204848,0.847414,0.00129697,0.000255365,0.0155102
No,Comedy,253.0,My Wife's Crazy!,David Cross,0.000868564,0.00213762,0.000545719,0.991757,0.000658662,0.000683343,0.00119912,0.000733196,0.000464775,0.000951856
No,Pop,254.0,Você Me Encantou Demais - Ao Vivo,empty_field,0.103772,0.0067316,0.00155092,0.00163759,0.0275588,0.245955,0.0135591,0.0012844,0.353012,0.244938
No,Pop,255.0,Sit Next to Me - Stereotypes Remix,Foster The People,0.0461636,0.00681804,0.00121403,0.000897701,0.0340658,0.0847873,0.00428864,0.00084346,0.733463,0.0874586
No,Pop,256.0,Simple Man,Lynyrd Skynyrd,0.172417,0.0384137,0.0115129,0.00171698,0.179792,0.0791351,0.016186,0.00174028,0.402463,0.0966229
No,Pop,257.0,In The Night,The Weeknd,0.0305455,0.00625462,0.0012262,0.000774331,0.0301225,0.0843372,0.00314889,0.000743049,0.751548,0.0912994
No,Hip-Hop,258.0,The Happiest Christmas Tree,Nat King Cole,0.127403,0.0800478,0.0187981,0.071833,0.0829569,0.217518,0.156907,0.00949102,0.0457042,0.189341
No,Opera,259.0,"Das Rheingold, WWV 86A / Erste Szene: ""Der Welt Erbe gewänn' ich zu eigen durch dich?""",empty_field,0.000534624,0.00224164,0.0350918,0.00142319,0.00050241,0.000471213,0.00077484,0.957843,0.00036379,0.00075392
No,Jazz,260.0,Never Never Gonna Give Ya Up,Barry White,0.0622632,0.312211,0.0328547,0.014143,0.0876538,0.00709778,0.407303,0.00490623,0.00209632,0.0694706
No,R&B,261.0,Walking,Mary Mary,0.165684,0.00905423,0.00178388,0.00180206,0.0413438,0.0651386,0.0610387,0.000927534,0.00785205,0.645375
No,Folk,262.0,Just Like Overnight,Todd Snider,0.0844292,0.181146,0.0196542,0.0110466,0.348095,0.00918551,0.189537,0.00604769,0.0203801,0.130478
No,Blues,263.0,Here's a Quarter (Call Someone Who Cares) - 2006 Remastered Version,Travis Tritt,0.104899,0.396841,0.0184049,0.0139587,0.304965,0.00654694,0.0977621,0.00401173,0.00942984,0.043181
No,Folk,264.0,Up All Night,Widespread Panic,0.252833,0.103362,0.0163717,0.00246456,0.519573,0.00796593,0.0415502,0.00154584,0.0145901,0.0397435
No,Alternative,265.0,Anthem for the Year 2000,Silverchair,0.365297,0.132836,0.0343026,0.00235844,0.339682,0.0133857,0.0413868,0.0016974,0.0187675,0.050286
No,Blues,266.0,Easy Skanking - Stephen Marley Remix,Bob Marley & The Wailers,0.00973141,0.882363,0.0153763,0.0217863,0.0156611,0.0011706,0.0459652,0.00215935,0.000898489,0.00488818
No,Blues,267.0,Best Night Ever,Gloriana,0.0764376,0.628212,0.038314,0.0120277,0.12117,0.00558263,0.0894879,0.0028632,0.00394887,0.0219558
No,Blues,268.0,Roll With The Punches,Dawes,0.0659836,0.504119,0.0162102,0.017533,0.123858,0.00868596,0.200594,0.00394345,0.0038648,0.0552079
No,Blues,269.0,Wham,empty_field,0.0135504,0.609633,0.124201,0.0130145,0.0362031,0.00316604,0.177064,0.0128301,0.00210705,0.00823075
No,Pop,270.0,"Dance, Dance",Fall Out Boy,0.0194859,0.00338996,0.000667388,0.000474766,0.0152802,0.0676414,0.00179989,0.000479649,0.851339,0.0394416
No,Hip-Hop,271.0,Every Season,Roddy Ricch,0.0214535,0.00144537,0.000507832,0.000745042,0.00340039,0.491075,0.00630291,0.000615179,0.413209,0.0612459
No,Blues,272.0,Why Don't We Do It In The Road,Lowell Fulson,0.0055942,0.894001,0.00971589,0.0130071,0.0208486,0.000816043,0.0499984,0.00178207,0.00100364,0.00323288
No,Hip-Hop,273.0,The Purge,empty_field,0.169112,0.010021,0.00357588,0.00162058,0.0306684,0.314754,0.0128675,0.00140016,0.280213,0.175767
No,Blues,274.0,Thinkin',Descendents,0.00612134,0.919593,0.0103502,0.0195835,0.0109455,0.000710307,0.0283267,0.00154125,0.000536592,0.00229197
No,Hip-Hop,275.0,Meme God,empty_field,0.116146,0.00657255,0.00258332,0.00186875,0.0147795,0.485715,0.0234858,0.00126684,0.0419246,0.305657
No,Blues,276.0,disintegration,Ryuichi Sakamoto,0.00958969,0.61107,0.153405,0.0141113,0.0432241,0.00309132,0.121907,0.0336207,0.00378069,0.00620043
No,R&B,277.0,Ruby Red,Smino,0.101037,0.00415778,0.00114351,0.00217836,0.0205648,0.152318,0.0314695,0.00104212,0.0163607,0.669728
No,R&B,278.0,Eye 2 Eye,empty_field,0.17801,0.0583034,0.0071601,0.00636449,0.145688,0.0464152,0.181551,0.00289016,0.0159249,0.357692
No,Hip-Hop,279.0,Wolves,Rag'n'Bone Man,0.0982643,0.00592768,0.00310468,0.00141603,0.0125598,0.615531,0.0188542,0.00109804,0.0684272,0.174817
No,Blues,280.0,Better Off Alone,The Black Angels,0.00745783,0.88265,0.0157626,0.0178126,0.0150855,0.000989569,0.0531191,0.00234978,0.000721771,0.00405109
No,R&B,281.0,Cowboy Casanova,Carrie Underwood,0.189768,0.0160525,0.00429371,0.0019619,0.06361,0.155734,0.013721,0.00160662,0.254878,0.298374
No,Blues,282.0,Micro Mixx Vol. 18,DJ Nelson,0.0156718,0.794331,0.0190486,0.0238262,0.0286206,0.00318989,0.0960751,0.00321127,0.00164459,0.0143813
No,Pop,283.0,Me Niego,Reik,0.0135476,0.0025119,0.000452708,0.000521425,0.00926859,0.184692,0.00179835,0.000499614,0.731429,0.0552788
No,R&B,284.0,Loving You (feat. Ty Dolla $ign),Trey Songz,0.0939283,0.00745315,0.00167064,0.00176234,0.0289119,0.258487,0.0145998,0.00135574,0.255574,0.336257
No,R&B,285.0,Sand People,zack villere,0.147223,0.0162014,0.00234577,0.00254605,0.0790784,0.120967,0.0414859,0.001656,0.0439367,0.544559
No,Pop,286.0,Ironic,Alanis Morissette,0.121007,0.0343685,0.00581157,0.00226168,0.170617,0.0742679,0.0195596,0.00215097,0.403633,0.166323
No,R&B,287.0,Go On Girl,Ne-Yo,0.0825565,0.0100449,0.00172559,0.00198807,0.048636,0.187333,0.0141473,0.00148157,0.278729,0.373359
No,Comedy,288.0,"Monorities, Majorities",Steve Byrne,0.000855078,0.00210503,0.000536789,0.991889,0.00064843,0.000673797,0.00117718,0.00072295,0.000457709,0.000934254
No,Opera,289.0,"Il Trovatore / Act 4: ""Tu vedrai che amore""",Giuseppe Verdi,0.000601394,0.0026383,0.0360088,0.00162729,0.000564374,0.000513573,0.000882837,0.95595,0.000380885,0.000832618
No,Blues,290.0,Mr. Magic,"Grover Washington, Jr.",0.011105,0.718825,0.0229971,0.0150094,0.0271577,0.0019305,0.189163,0.00320952,0.000743589,0.00985859
No,Hip-Hop,291.0,Bigger Than You (feat. Drake & Quavo),2 Chainz,0.0237368,0.00149008,0.000541065,0.000793717,0.00346863,0.507564,0.00746235,0.000660123,0.383582,0.0707016
No,R&B,292.0,Outlaw Classics,empty_field,0.133817,0.00453715,0.00149494,0.00171248,0.0126931,0.336096,0.0268585,0.00105568,0.032216,0.449518
No,Hip-Hop,293.0,Where The Hood At,DMX,0.0229403,0.00188577,0.000832909,0.000689261,0.00336972,0.733437,0.00552952,0.000586022,0.172082,0.0586474
No,Blues,294.0,Sticky,Dance Hall Crashers,0.0285881,0.610713,0.0973327,0.0576869,0.036422,0.00193772,0.143943,0.0103429,0.000976603,0.012057
No,R&B,295.0,Everybody Wants To Be A Cat,The Electric Swing Circus,0.20681,0.127442,0.0316626,0.00834937,0.151943,0.0312226,0.118209,0.00428141,0.0134626,0.306618
