artist_name,track_name,track_id,Cluster,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
Léo Delibes,Coppélia / Tableau 2: Entr'acte - Valse,4O7sDupv5V7qEBk96qOZyi,opera3,180068,2,0.903,0.217,90883,0.0372,0.764,D#,0.147,-26.34,Major,0.0382,71.0413,04-Apr,0.116,Opera
Richard Wagner,"Tannhauser, Act III: Wie Todesahnung Dammerung deckt die Lande - O du mein holder Abendstern",2GEuNbl2Aan68tQeHn4ADi,opera2,67684,14,0.97,0.161,313400,0.0396,0.00223,G,0.217,-24.908,Major,0.0433,71.814,04-Apr,0.0598,Opera
Jules Massenet,"Thaïs: Thais, Act II: Meditation",3vYP5IgBfHv9nWbNhTq3IS,opera3,195580,5,0.805,0.228,284080,0.108,0.606,E,0.218,-23.205,Minor,0.0473,119.207,04-Apr,0.0531,Opera
Georges Bizet,"L'Arlesienne Suite No. 1, WD 40: I. Prelude",1ZjjT39nkjX9jenU6CM2vU,opera3,97570,31,0.976,0.258,270524,0.115,0.856,C,0.09,-16.312,Minor,0.0392,104.18,04-Apr,0.0483,Opera
Georges Bizet,"Carmen, Act IV, No.27 Duo et Choeur final: Tu m'aimes donc plus (Don José/Carmen/Choeurs)",49G0Rj1qpt75vdgiOo8QAE,opera7,44569,14,0.979,0.277,321067,0.342,0.00378,F#,0.122,-13.494,Major,0.0825,86.275,03-Apr,0.199,Opera
Gioachino Rossini,"Rossini: Petite messe solennelle, Part 1: I. Kyrie - Kyrie eleison (Chorus)",2PlP2rRrgSz8lC7MpH3e4e,opera3,179817,16,0.977,0.163,181347,0.0425,0.927,C,0.0908,-27.012,Major,0.0375,102.667,04-Apr,0.058,Opera
empty_field,"Verdi: La Traviata: Un di, felice, eterea - Alfredo, Violetta - Act One",2Fyhnc26qV9JySz3qH8A7h,opera4,128757,4,0.982,0.306,279842,0.315,0.000182,F,0.693,-15.751,Major,0.0789,104.825,04-Apr,0.166,Opera
Montserrat Caballé,Gianni Schicchi (1987 Digital Remaster): O mio babbino caro,1y7g6513mBMRyJC3S5LeRR,opera5,199666,11,0.982,0.235,161373,0.154,0.0136,G#,0.145,-13.394,Major,0.0397,130.032,05-Apr,0.073,Opera
Anna Netrebko,Odna Lyubov',435ArEI2oFHbQOkgNgFpfS,opera7,210124,18,0.849,0.251,248723,0.467,0.284721,E,0.076,-7.776,Minor,0.0453,72.026,04-Apr,0.144,Opera
Gioachino Rossini,L'equivoco stravagante: Sinfonia (Alternate Version),2Ncj6X3KgUvmIH6iLPJgHP,opera8,74312,6,0.981,0.402,291853,0.158,0.842,D#,0.058,-16.867,Major,0.0471,79.123,04-Apr,0.298,Opera
Giuseppe Verdi,Aida - Triumphal March: Aida - Triumphal March - Live,6rvKqjSuVP02HzGiV4G4iq,opera3,141250,28,0.957,0.299,428467,0.0921,0.871,D#,0.529,-20.609,Major,0.0343,98.266,04-Apr,0.228,Opera
Giuseppe Di Stefano,Rondine al nido,7L6UlfnpepLL3lCe4QARyJ,opera7,191638,31,0.941,0.213,178720,0.225,0.339521,G,0.121,-12.72,Major,0.0368,66.257,04-Apr,0.346,Opera
Jules Massenet,Meditation - from Thais,6ZfKElA2j5Jnr9N5ewpioa,opera3,193906,9,0.876,0.218,323640,0.186,0.66,E,0.126,-17.774,Minor,0.0377,101.627,04-Apr,0.0389,Opera
Jean-Baptiste Lully,Armide Opera In 5 Acts With Prologue: Passacaille,1eLU27PPFxBhbp1CBjPh9J,opera8,91008,21,0.91,0.402,238000,0.128,0.0286,F#,0.263,-17.001,Minor,0.0406,112.585,03-Apr,0.354,Opera
Giacomo Puccini,Madama Butterfly / Act 2: Coro a bocca chiusa (Humming Chorus),4FLEKG82bHeT2olTM8E2Fy,opera3,28510,19,0.981,0.0952,183000,0.00978,0.975,A#,0.079,-37.155,Major,0.042,85.8176,03-Apr,0.0392,Opera
Gaetano Donizetti,"Donizetti: La fille du Regiment: Je suis soldat - Tonio, Sulpice, Chorus, Marie - Act One",7eIwVK735xWKDAxDdBN4ne,opera6,62939,6,0.974,0.398,49853,0.16,5.53e-06,G,0.368,-26.081,Major,0.249,73.4485,03-Apr,0.142,Opera
Gaetano Donizetti,"Anna Bolena / Act 1: ""Come, innocente giovane""",4PLhLcvt4txcbYCj9oJuVO,opera5,151166,13,0.985,0.311,203333,0.0663,6.46e-05,C#,0.208,-20.99,Major,0.0715,173.539,03-Apr,0.077,Opera
Jacques Offenbach,"Les contes d'Hoffmann, Act I: Je me nomme Coppelius (Live)",4yHLejQxBnufgbFPALQkK3,opera4,208093,1,0.97,0.372,301400,0.202,8.15e-05,A#,0.668,-22.612,Major,0.141,121.103,04-Apr,0.255,Opera
Richard Wagner,Die Walküre / Zweiter Aufzug: So ist es denn aus mit den ewigen Göttern,7BzApIkOQeizqvF0ZXQGUF,opera4,196697,5,0.977,0.432,177640,0.243,0.000741,G#,0.455,-15.231,Minor,0.0478,74.391,04-Apr,0.271,Opera
Philharmonia Orchestra,The Raid Part 1 / The Raid Part 2 / Capture,4LidVHvh7ziYZ1ZOU5M1o5,opera3,110729,11,0.94,0.249,201359,0.108,0.771,F,0.118,-22.007,Major,0.0373,81.195,04-Apr,0.232,Opera
empty_field,"Wagner: Turandot, SC 91: Act II: Scene 2: Un giuramento atroce mi costringe",3FdsBa4h5VcDDKuEiEoMzL,opera2,59597,10,0.985,0.345,244627,0.176,7.13e-06,F,0.211,-19.3,Major,0.186,72.556,03-Apr,0.147,Opera
Richard Wagner,"Die Walküre / Dritter Aufzug: ""Nicht weise bin ich, doch wusst' ich das eine""",1EVRS5M4KwxbcyI69Es5N7,opera4,185110,3,0.967,0.208,288133,0.13,0.000194,G,0.73,-20.15,Major,0.0419,80.154,03-Apr,0.0381,Opera
Alessandro Scarlatti,Già il sole dal Gange,218RH30EqXsVkJHa6VrQgQ,opera8,146504,10,0.992,0.466,130867,0.239,4.07e-05,A,0.136,-13.989,Major,0.0537,74.588,01-Apr,0.628,Opera
Giuseppe Verdi,"Rigoletto / Act 2: ""Sì vendetta"" / ""O mio padre"" (Rigoletto, Gilda)",2XSJdBYyn3uWYt6SiEHBsT,opera8,75264,9,0.88,0.268,135093,0.447,0.0208,C#,0.27,-9.742,Major,0.0622,77.645,04-Apr,0.497,Opera
Charles Gounod,Funeral March of a Marionette (Marche funèbre d'une marionette),3D97kRhZprR6RumFhDFIr4,opera3,90934,5,0.962,0.447,276160,0.0152,0.713,D,0.0838,-28.513,Major,0.0434,96.554,04-Apr,0.361,Opera
empty_field,"La Traviata / Act 2: ""Né rispondi d'un padre all'affetto?... No, non udrai rimproveri""",33bnxcjePIkcmNjEFTJX0l,opera7,182769,26,0.974,0.377,161146,0.261,0.0187,A#,0.123,-15.836,Major,0.102,92.8018,04-Apr,0.349,Opera
Tomaso Albinoni,"12 Trio Sonatas, Op. 1, Sonata III in C Major, Talm I, 3: III. Grave",1FW4bmha9XJlNKCBUtxXdO,opera1,171708,10,0.782,0.155,116053,0.0602,0.000441,F#,0.108,-21.052,Minor,0.041,73.685,03-Apr,0.0919,Opera
Giuseppe Verdi,"Un ballo in maschera, Act II: Act II Scene 1: Ecco l'orrido campo (Amelia)",08vkCrYQR1b0VJLgnnVTAJ,opera4,65559,9,0.888,0.219,415653,0.0514,4.4e-06,F,0.946,-26.841,Major,0.0699,81.199,03-Apr,0.0489,Opera
Giuseppe Verdi,"Nabucco / Act 3: Va pensiero, sull'ali dorate",2xBs1ygRGMjdHBppovUsHT,opera5,189973,21,0.979,0.169,296413,0.0212,0.386,C#,0.115,-23.257,Major,0.039,139.387,03-Apr,0.124,Opera
empty_field,"Oboe Concerto in B-Flat Major, Op. 7 No. 3: II. Adagio",6DPrrqd6ujfaCyEu3IPxfM,opera3,63347,6,0.897,0.199,159600,0.15,0.914,G,0.126,-19.114,Minor,0.0419,72.2,04-Apr,0.0713,Opera
empty_field,O mio babbino caro,39ShyO1yBCiEoEXHX9ie0F,opera7,43242,30,0.983,0.186,257191,0.154,0.00601,G#,0.0933,-13.995,Major,0.0409,80.915,04-Apr,0.0642,Opera
Giacomo Puccini,"La Fanciulla del West / Act 3: ""Ch'ella mi creda"" - Remastered",323ujVhfSg16TlRK0PB5JY,opera7,83851,10,0.94,0.178,121000,0.237,2.41e-06,F#,0.127,-14.263,Major,0.0387,67.593,03-Apr,0.181,Opera
Giuseppe Verdi,"Rigoletto / Act 1: ""Pari siamo""",4JT3SpIQPaGikatClCkAT9,opera5,70480,4,0.981,0.28,261148,0.123,0.00126,F,0.185,-21.139,Minor,0.0731,160.252,03-Apr,0.0368,Opera
Giuseppe Verdi,Requiem: IV. Liber Scriptus,0pAYJ4WaB7MzlH8YxfZAnM,opera2,123827,20,0.963,0.111,302387,0.0265,0.00612,A#,0.161,-29.843,Major,0.0518,68.186,03-Apr,0.0372,Opera
Georges Bizet,Carmen Suite No. 2 : Habanera,6dsq7Nt5mIFzvm5kIYNORy,opera2,112773,11,0.904,0.327,141587,0.00222,2.35e-05,D,0.0943,-34.383,Major,0.0375,77.678,03-Apr,0.539,Opera
Richard Wagner,"Tristan und Isolde, WWV 90 / Act 3: ""Mild und leise wie er lächelt"" (Isoldes Liebestod) - Live",4BLyDLLnsQVvoQpyAVt83t,opera2,22751,4,0.948,0.141,486152,0.146,0.00301,B,0.129,-19.929,Major,0.0396,89.022,04-Apr,0.0309,Opera
empty_field,"Rigoletto / Act 2: ""Duca, duca!""...""Scorrendo uniti""",0O3c7XAG3jCL7jWZw6wQ4n,opera8,101237,8,0.983,0.515,205687,0.362,0.0588,A,0.242,-13.297,Major,0.0659,121.038,04-Apr,0.599,Opera
Vincenzo Bellini,"I Puritani / Act 1: A te, o cara",1hQEZ8Bm6cXO1mZ7fXZqkU,opera7,125566,39,0.988,0.16,344500,0.236,4.56e-05,D,0.112,-16.271,Major,0.0417,86.051,04-Apr,0.109,Opera
empty_field,"Martha / Act 3: ""M'appari""",0gPPfRl1qmyEuWQJVD2EW0,opera7,126145,24,0.981,0.309,209596,0.198,0.000148,F,0.0858,-13.736,Major,0.0358,89.489,03-Apr,0.105,Opera
Richard Wagner,"Die Walküre, WWV 86b (Excerpts Arr. W. Hutschenruyter): Ride of the Valkyries",0lqEUTi7zbhTb39WjHQdgq,opera3,201405,17,0.967,0.257,301947,0.227,0.78,B,0.0916,-18.783,Major,0.037,92.9718,03-Apr,0.0881,Opera
Amilcare Ponchielli,"La Gioconda, Op.9 / Act 2: ""Cielo e mar""",2JxuxaR0zzc9UIoBg1s6e2,opera3,168187,3,0.983,0.191,323667,0.232,0.529,D#,0.137,-17.157,Major,0.0559,87.419,04-Apr,0.0395,Opera
empty_field,"Un ballo in maschera: Act I, Scene I, ""Alla vita che t'arride""",6Q5WqMoMzJ6xrqjwdADiJ6,opera4,142109,7,0.991,0.405,243333,0.297,0.00553,A#,0.486,-14.247,Major,0.104,68.779,04-Apr,0.2,Opera
June Anderson,Manon: Suis-je gentille ainsi? ... Je marche sur tous les chemins,3mUYBltQzGt1uqwgddYcPr,opera2,209769,10,0.984,0.367,184080,0.102,5.79e-06,D,0.132,-18.864,Major,0.0476,108.301,03-Apr,0.0501,Opera
Luciano Pavarotti,"Mattinata, Op. 5",1t9JHpRASmuKerp9ODwDtg,opera7,48171,23,0.912,0.316,118440,0.303,0.00182,E,0.168,-14.468,Major,0.0408,132.343,05-Apr,0.199,Opera
Ruggero Leoncavallo,"Pagliacci / Act 1: ""Nedda! Silvio, a quest'ora""",4057No5KfVvXZZ8JXdkQTk,opera7,180275,6,0.981,0.413,116013,0.254,0.00489,G,0.155,-13.746,Major,0.0487,104.239,03-Apr,0.0774,Opera
Jacques Offenbach,Galop infernal,3eKVubySb5Se7k2evSoT32,opera8,35755,12,0.983,0.483,212544,0.327,0.79,D,0.0876,-18.238,Major,0.0393,146.915,04-Apr,0.873,Opera
Giuseppe Verdi,Rigoletto / Act 1: Della mia bella incognita borghese,3aHVQDSo5Bb4Dg54TdNhiy,opera8,87106,11,0.973,0.546,107373,0.0185,0.05,G#,0.241,-27.778,Major,0.0433,118.113,03-Apr,0.784,Opera
Giuseppe Verdi,"Verdi: La Traviata, Act 1: ""Ah, fors'è lui "" (Violetta)",3QPEFxhT0CJp4TMuCTNLYR,opera5,85681,8,0.991,0.24,320840,0.0491,0.0017,F,0.108,-23.971,Minor,0.0614,170.942,04-Apr,0.0385,Opera
Adolphe Adam,Giselle: Act I: Allegro moderato,2s0yqhsKHsepGeT78kiZYW,opera1,51431,10,0.696,0.437,84640,0.0168,0.694,G,0.0933,-41.476,Major,0.0492,82.121,03-Apr,0.351,Opera
Giuseppe Verdi,"Rigoletto, Act II: Ella mi fu rapita...Parmi veder le lagrime",2LR6lZHhpdzlTQsEfiJQaP,opera2,106397,9,0.968,0.352,296693,0.0744,1.35e-05,C#,0.0865,-21.758,Major,0.0479,97.475,04-Apr,0.0608,Opera
Giacomo Puccini,"La Bohème / Act 3: ""Marcello. Finalmente!""",4dIPtEnmudhZPD8MsAtzSK,opera4,39990,20,0.965,0.431,77960,0.345,0.164,A,0.728,-13.245,Major,0.0541,101.672,03-Apr,0.459,Opera
Giuseppe Verdi,"Rigoletto: ""La donna é movile""",7MVfPm6vfuyLJ0Yzvz2CJl,opera8,196091,9,0.967,0.459,146987,0.0579,0.582854,F#,0.0924,-17.68,Major,0.0348,66.889,04-Apr,0.388,Opera
Georges Bizet,"Carmen (1997 - Remaster), Act II: Enfin c'est toi!...Tout doux, Monsieur",23cMGI8jUiuCHD4xjsGN9v,opera4,122255,19,0.933,0.344,347092,0.141,2.59e-05,F,0.906,-20.489,Major,0.125,83.436,04-Apr,0.301,Opera
Adolphe Adam,Giselle / Act 1: No. 5a Pas de Deux: Introduction,5fDoedZa7ucQXkzAXa3wsu,opera3,210098,15,0.955,0.355,393719,0.0758,0.532,F,0.0822,-21.986,Major,0.0471,119.382,04-Apr,0.138,Opera
Charles Gounod,Funeral March of a Marionette,4w8niZpiMy6qz1mntFA5uM,opera8,56743,16,0.932,0.532,246840,0.0638,0.218,A,0.119,-23.893,Major,0.0461,108.71,04-Apr,0.456,Opera
Jacques Offenbach,"Les Contes d'Hoffmann / Act 1: ""Glou, glou, glou! Je suis la bière""",4VtrUdCDVsWIb3gCBciSHN,opera8,90383,8,0.972,0.51,79960,0.113,0.665,F,0.128,-26.834,Major,0.0423,111.839,04-Apr,0.203,Opera
Richard Wagner,"Die Walkure, WWV 86B: Act I: Ein starkes Jagen auf uns stellten die Neidinge an (Siegmund, Hunding, Sieglinde)",4tYokojnBEp5pBWO7wTRPA,opera5,64457,5,0.946,0.393,220093,0.23,1.04e-06,D,0.134,-14.068,Minor,0.0588,129.957,03-Apr,0.125,Opera
Giuseppe Verdi,"Aida / Act 1: Mortal, diletto ai Numi",5Mq9nSMTjHzhiVuB5jxQtw,opera7,126093,5,0.975,0.155,333240,0.295,0.621,D#,0.175,-14.195,Major,0.0476,72.842,04-Apr,0.0862,Opera
Gioachino Rossini,"L'inganno felice: Scene 16: Tacita notte amica (Batone, Isabella, Tarabotto, Ormondo, Bertrando)",7DeJ8TdwgNpz6Un0SiskhX,opera4,114151,11,0.989,0.262,907333,0.0992,0.000205,D,0.696,-22.829,Major,0.0505,75.629,04-Apr,0.178,Opera
Enrico Caruso,Mi par d'udir ancora,558wEHNg1NTj44i0BYR89d,opera7,142854,21,0.996,0.296,208960,0.187,0.00221,G#,0.186,-12.972,Minor,0.0322,70.123,05-Apr,0.162,Opera
Jean-Philippe Rameau,Suite en La: La Triomphante,472mFdP6wkHO6xzKn5F4et,opera8,78469,12,0.992,0.454,94933,0.178,0.889,E,0.146,-22.216,Major,0.0351,116.398,05-Apr,0.815,Opera
Giuseppe Verdi,La Traviata / Act 3: Prelude,0jh3Rey2X3m5DOHiRGGGCM,opera3,22132,26,0.77,0.203,216000,0.0309,0.709,G#,0.61,-27.848,Major,0.0475,74.975,04-Apr,0.0382,Opera
Giacomo Puccini,Act One: O soave fanciulla,6wwPtKxaMEbQYc6atQmhTE,opera7,136078,9,0.934,0.225,242267,0.2,0.0474,G,0.102,-15.531,Major,0.0383,81.93,04-Apr,0.0399,Opera
Philharmonia Orchestra,Attempted Rape,20QwV9YO7aZ1cBHBvk3emK,opera3,140817,2,0.89,0.284,105707,0.189,0.96,G,0.395,-20.001,Minor,0.041,84.693,04-Apr,0.0557,Opera
Luca Antonio Predieri,Pace una volta from Zenobia - Voice,7BIoSvg3h4HAFPMbtHuuxS,opera8,58210,9,0.959,0.409,371960,0.16,0.0909,C,0.0864,-21.061,Major,0.049,109.167,04-Apr,0.374,Opera
empty_field,Carmen Suite No.2: Habanera,2XpV9sHBexcNrz0Gyf3l18,opera2,195484,7,0.909,0.368,138573,0.0023,1.23e-05,D,0.315,-34.357,Major,0.0392,80.55,03-Apr,0.505,Opera
Giuseppe Verdi,"Falstaff, Act II Scene 2: ""Vien qua""",0tLnImRAO8ig9WHQXmnuU5,opera4,25762,7,0.947,0.396,169690,0.129,0.0237,D#,0.61,-20.447,Major,0.09,76.2092,04-Apr,0.404,Opera
Christophe Rousset,Quatuor No. 2 in A Minor: VI. Coulant,5j9xoJEHbbagWswEblLqse,opera2,70694,14,0.935,0.277,336427,0.0602,0.375,G#,0.208,-23.368,Minor,0.0353,86.437,04-Apr,0.243,Opera
Giuseppe Verdi,"La Traviata / Act 3: ""Annina?"" - ""Comandate?""",0qAXnakSGdAMnK6Ot7MdXA,opera2,75486,24,0.944,0.302,233779,0.00754,2.46e-06,G#,0.0656,-33.882,Major,0.0575,82.08,04-Apr,0.0415,Opera
Giuseppe Verdi,"La traviata / Act 3: Prelude. ""Annina? Comandate?",24OlCyJUGgaiFLpB30oV6T,opera2,164976,5,0.777,0.196,628240,0.0369,0.00249,G#,0.0674,-26.795,Major,0.0453,123.471,04-Apr,0.0394,Opera
Felicity Lott,"Zueignung No. 1, Op. 10",651zgpohmcHZUPLnhHGS7a,opera2,212680,5,0.985,0.375,115387,0.0853,0.000201,C,0.0699,-19.264,Major,0.0486,77.155,01-Apr,0.0756,Opera
Gioachino Rossini,Il barbiere di Siviglia (The Barber of Seville): Overture (arr. for trombone),4L9VA69sfZKK5HAs5zP22I,opera3,46281,9,0.994,0.393,449893,0.105,0.963,C#,0.096,-22.762,Major,0.0447,92.004,04-Apr,0.303,Opera
Gaetano Donizetti,"Donizetti: La fille du Regiment: Allons, allons, march', march' - Chorus, Marie, Sulpice, Tonio - Act One",47IklCMgkgWvI4jpkdrop0,opera2,61178,6,0.952,0.381,241320,0.149,2.41e-06,C,0.217,-21.16,Major,0.121,97.741,04-Apr,0.0977,Opera
Léo Delibes,Coppélia / Tableau 3: No. 20 Fête de la cloche: I. Valse des heures,2joixSFXKk1uYN7czBQzBY,opera3,42666,15,0.961,0.202,291867,0.0122,0.823,D#,0.221,-27.847,Major,0.0412,137.086,03-Apr,0.0785,Opera
Franz Lehár,"The Merry Widow: Act III, ""Njegus, was ist das mit der Musik?""",7mrEpwmQJ7qK1ik7ZjjcdD,opera1,188990,5,0.812,0.479,45693,0.204,0.40706,D,0.5,-19.402,Major,0.125,97.148,03-Apr,0.481,Opera
Engelbert Humperdinck,"Act 3: ""Where am I?"" - Gretel / Hansel",3EGxhUpcKaYixmxNlSABDo,opera5,47084,2,0.944,0.291,305933,0.134,0.00229,D#,0.335,-22.646,Major,0.0504,138.243,05-Apr,0.0982,Opera
empty_field,"Il Trovatore - Act 2: ""Il balen del suo sorriso"" - ""Qual suono! o ciel!""",4C4HCABSCJDI5LNB7WlXp8,opera7,60515,13,0.984,0.244,209583,0.235,0.732,F,0.0986,-16.565,Major,0.0383,86.737,04-Apr,0.219,Opera
Charles Gounod,Méditation sur le 1er Prélude de piano de J.S. Bach,3WyH1i3LoTWx8l80sllu3q,opera3,78214,7,0.993,0.306,299000,0.00886,0.836,C,0.0637,-28.648,Major,0.0326,63.607,04-Apr,0.0714,Opera
Giacomo Puccini,"La bohème: O, Mimi, tu più non torni",0P7UwPB9vL74bD6gzYaKIu,opera5,215196,7,0.955,0.164,139573,0.13,0.82,C,0.375,-16.522,Major,0.0387,137.296,04-Apr,0.15,Opera
Giacomo Puccini,Le Villi: Preludio,6HEOmX84WtfYze5nsh3SsP,opera3,212799,20,0.961,0.192,141440,0.0299,0.531,C,0.103,-28.502,Major,0.0446,125.195,03-Apr,0.047,Opera
Ambroise Thomas,"Thomas: Hamlet, Act 4 Scene 2: No. 18, Scene and Aria, ""A vos jeux, mes amis, permettez-moi"" (Ophélie)",6t23HcXPF392rw2DQZ1oCH,opera5,207883,7,0.978,0.232,228043,0.0348,0.000349,A,0.106,-23.104,Minor,0.0523,174.305,03-Apr,0.0368,Opera
Giacomo Puccini,Preludio Sinfonico,51QzcFS7ynNkLiFbyJWKnA,opera3,72498,7,0.88,0.13,543800,0.0749,0.917,A,0.0925,-20.989,Major,0.0382,73.69,04-Apr,0.0365,Opera
Charles Gounod,"Ave Maria, CG 89a",4thSp9cwFee6DjCmoXu6zY,opera7,142545,33,0.985,0.151,154400,0.227,0.981,G,0.103,-16.3,Major,0.049,89.29,05-Apr,0.038,Opera
Gioachino Rossini,The Barber of Seville: Overture,4SFoiexT24DMX8KmoCpbqb,opera1,119838,34,0.86,0.423,418467,0.266,0.844,E,0.264,-14.214,Major,0.0412,119.064,04-Apr,0.435,Opera
empty_field,Thaïs: Méditation religieuse,1okCREooy7nh2GKT9MACH6,opera1,205562,22,0.643,0.1,344000,0.0956,0.583,E,0.106,-22.512,Minor,0.0425,79.8197,03-Apr,0.0368,Opera
Georges Bizet,Premier Nocturne in F Major - Remastered,64sp7I8wf70B7OLOpih6XJ,opera3,182431,21,0.991,0.263,282413,0.136,0.927,D,0.0942,-22.51,Major,0.0354,103.273,04-Apr,0.0378,Opera
Giuseppe Verdi,Nabucco / Act 2: S'oda or me,6qnM0XXPZOINWA778uNqQ9,opera4,53978,16,0.974,0.386,246741,0.193,4.32e-05,G#,0.577,-14.972,Major,0.0971,76.435,01-Apr,0.144,Opera
empty_field,"Rigoletto, Act III: La donna è mobile",7yCMfyG3lK6GEps2vyTzeb,opera2,166983,15,0.938,0.423,132267,0.0959,1.14e-06,F#,0.0986,-22.132,Major,0.0898,96.2253,04-Apr,0.187,Opera
Richard Wagner,"Lohengrin, WWV 75: Prelude to Act III",3OAXPmUOtHR6RIUnI2xwfs,opera4,189526,32,0.944,0.308,156147,0.256,0.931,G,0.615,-15.621,Major,0.0319,49.074,04-Apr,0.254,Opera
empty_field,"Manon Lescaut / Act 4: ""Manon, senti amor mio...Vedi, son io che piango""",2RNd6VgxG19db0zs0M1C4Z,opera4,28452,5,0.947,0.271,130055,0.297,6.45e-05,D,0.69,-11.558,Minor,0.0402,80.815,04-Apr,0.181,Opera
Giuseppe Verdi,Rigoletto / Act 1: Questa o quella...Partite? Crudele!,7ltD8Tp0wKA34z8ExG0YJI,opera4,26881,13,0.98,0.379,113624,0.173,0.000892,G#,0.642,-19.669,Major,0.158,74.752,03-Apr,0.463,Opera
Dietrich Fischer-Dieskau,D. 911: Op. 89 : Gefrorene Tränen,5QLLhvfPdnls7G97VfJYiJ,opera7,164021,28,0.993,0.389,202800,0.164,0.0767,E,0.115,-13.207,Major,0.0521,85.039,04-Apr,0.155,Opera
empty_field,Das Rheingold: Scene 1: Garstig glatter glitschiger Glimmer! (Alberich),5wFZTk08YJme74WYjauDzp,opera2,90771,6,0.979,0.358,321493,0.128,2.21e-06,E,0.327,-19.586,Minor,0.145,71.403,04-Apr,0.249,Opera
Giuseppe Verdi,"Verdi: Messa da Requiem: I. Introit - Kyrie (Chorus, Tenor, Bass, Soprano, Mezzo-soprano)",27Ny94WTtwbbjN4gY3X0rc,opera3,132020,28,0.955,0.0671,580240,0.0893,0.134,A,0.158,-22.983,Major,0.041,75.117,04-Apr,0.0448,Opera
Philharmonia Orchestra,Testament Of Youth - Intimations Of War,0glLzCndjir1JUV46QXmJI,opera3,148238,2,0.808,0.184,210320,0.175,0.867,A#,0.261,-16.639,Major,0.0349,90.225,04-Apr,0.0712,Opera
Andreas Scholl,Pro Peccatis,0EQuu6hyNACWI7LT7N5pRv,opera7,72099,24,0.985,0.209,146228,0.154,0.233,D,0.0883,-11.864,Minor,0.0388,57.536,03-Apr,0.0366,Opera
Plácido Domingo,Firenze è come un albero fiorito from Gianni Schicchi,1285IxhHHWXE9yml0bPSHO,opera5,209423,16,0.984,0.296,132587,0.266,6.53e-05,A#,0.143,-13.604,Major,0.0472,174.442,03-Apr,0.376,Opera
Giuseppe Verdi,"La traviata, Act II, Scene 1, Aria: ""Di Provenza il mar, il suol"" - Germont",0kr6d8wHDQPlzuET33NVn6,opera2,116821,8,0.985,0.261,270147,0.0315,0.000867,C#,0.0896,-27.459,Major,0.0428,100.902,04-Apr,0.0387,Opera
Giacomo Puccini,Che ora sia? (Rodolfo/Marcello/Schaunard/Colline) - 1997 Remastered Version,0XGAmLwum8go1r91vvKKYz,opera8,102377,16,0.977,0.515,175524,0.214,0.0246,A,0.561,-16.149,Major,0.072,112.956,04-Apr,0.528,Opera
Giuseppe Verdi,"La Traviata / Act 2: ""Annina, donde vieni?... O mio rimorso!""",5EBDvc4cX8tqalRFGRwm7A,opera8,206962,28,0.97,0.465,138733,0.335,0.000707,C,0.317,-12.909,Major,0.103,127.658,03-Apr,0.359,Opera
Adolphe Adam,Giselle: Act II: Entree d'Hilarion,2wcI73kp3zSwKhpSWhI70S,opera1,78840,35,0.656,0.415,321667,0.143,0.704,G,0.18,-20.921,Major,0.0507,122.401,04-Apr,0.271,Opera
Richard Wagner,"Lohengrin, WWV 75: Atmest du nicht mit mir die süßen Düfte?",5Qk63UOdEKZtiHmc6bnyEd,opera2,165491,18,0.974,0.272,313856,0.0772,1.3e-05,A#,0.051,-22.034,Major,0.0404,99.753,04-Apr,0.0642,Opera
Richard Wagner,Lohengrin: Act I: Prelude,3P4uUs9X0cPw7rf37NTndV,opera3,70366,11,0.958,0.12,503667,0.0102,0.927,A,0.0524,-29.847,Major,0.0438,78.768,04-Apr,0.0267,Opera
Giuseppe Verdi,Verdi: Il Trovatore: Vedi le fosche notturne spoglie - Coro - Act Two Scene One,2nLtzopw4rPReszdYBJU6h,opera4,51932,7,0.935,0.509,209245,0.301,0.0662,C,0.649,-13.822,Major,0.0543,115.759,04-Apr,0.355,Opera
empty_field,"Falstaff / Act 1: ""Falstaff!"" - ""Olà!"" - ""Sir John Falstaff!""",6Tj0ePAG5AvReTUVeC5P63,opera4,110872,8,0.962,0.482,299333,0.143,2.14e-06,G,0.681,-22.242,Major,0.0691,124.014,04-Apr,0.452,Opera
Gioachino Rossini,La Gazza Ladra: Overture,4sCYKMatyhazyy6r2N7Hp2,opera3,180299,12,0.947,0.331,555827,0.203,0.702,E,0.0928,-17.894,Major,0.0378,91.729,03-Apr,0.328,Opera
Giuseppe Verdi,"Verdi: Messa da Requiem: II. Sequence, 3. Mors stupebit (Bass)",1kvt3N2KmoSAunaEJNrgNM,opera2,118368,24,0.911,0.288,206809,0.0456,0.000252,A#,0.151,-29.432,Minor,0.0512,95.052,03-Apr,0.0689,Opera
Richard Wagner,"Das Rheingold, WWV 86A, Scene 4: Soll ich sorgen und fürchten",6YURWT5UWznMG8QZonILjS,opera2,24344,9,0.923,0.194,144747,0.0968,0.00311,B,0.332,-25.124,Major,0.0505,65.476,04-Apr,0.0745,Opera
Richard Wagner,"Wagner: Tristan und Isolde, WWV 90, Act 1: Vorspiel (Langsam und schmachtend - Belebend)",3tJ4y2Zqx6gM9xOAuFfsSF,opera3,115898,14,0.951,0.0958,661240,0.113,0.755,A,0.088,-19.725,Minor,0.04,79.8197,04-Apr,0.027,Opera
