artist_name,genre_summary
Leroy Hutson,Jazz 2
Les Hommes,Jazz 1
Les McCann,Jazz 1
Les pommes de ma douche,Jazz 1
Lesley Garrett,Opera 15
Lesley Gore,Folk 1
Leslie Odom Jr.,Jazz 8
Lester Davenport,Blues 1
Lester Nowhere,Jazz 4
Lester Young,Jazz 5
Let's Eat Grandma,Folk 1
Letters To Cleo,Alternative 1
Leven Kali,"Alternative 3, R&B 5"
Levi Hummon,Pop 1
Levon Helm,"Blues 6, Folk 1"
Lewis Black,Comedy 68
Lewis Capaldi,Pop 4
Lewis Del Mar,Alternative 2
Lewis Watson,Folk 4
Lexi,R&B 1
León Larregui,Alternative 1
Lia Marie Johnson,Pop 1
Liam Payne,Pop 3
Lianne La Havas,R&B 6
Licinio Refice,Opera 1
Lifehouse,"Alternative 6, Pop 1"
Light The Torch,Alternative 2
Lightnin' Hopkins,Blues 7
Lights,Folk 5
Liily,Alternative 1
Like A Storm,Alternative 4
Lil Baby,"Hip-Hop 30, Pop 14"
Lil Bo Weep,Hip-Hop 2
Lil Dicky,Pop 1
Lil Durk,"Hip-Hop 15, Pop 3"
Lil Jon,"Hip-Hop 4, Pop 2"
Lil Jon & The East Side Boyz,"Hip-Hop 1, Pop 1"
Lil Peep,Hip-Hop 12
Lil Pump,Hip-Hop 11
Lil Rob,Hip-Hop 2
Lil Tecca,Hip-Hop 1
Lil Toenail,Hip-Hop 2
Lil Uzi Vert,Pop 20
Lil Wayne,"Hip-Hop 27, Pop 19"
Lil Windex,Hip-Hop 1
Lil Wyte,Hip-Hop 2
Lil Xan,Hip-Hop 7
Lil Yachty,"Hip-Hop 15, Pop 9"
Lil' Flip,Pop 1
Lil' Kim,"Hip-Hop 2, Pop 2, R&B 4"
Lil' Mo,R&B 1
Lil' Troy,Hip-Hop 1
Lila Downs,Alternative 1
Lily Allen,"Folk 5, Pop 1"
Limp Bizkit,Alternative 6
Lincoln Brewster,Alternative 2
Lincoln Durham,Blues 4
Linda Jones,Blues 1
Linda Ronstadt,Folk 4
Lindi Ortega,Folk 1
Lindsey Stirling,Pop 1
Link Wray,Blues 4
Linkin Park,Alternative 36
Lionel Hampton,Jazz 1
Liquid Tension Experiment,"Classical 3, Jazz 1"
Lisa Bassenge,Jazz 1
Lisa Hannigan,Folk 2
Lisa Lampanelli,Comedy 11
Lisa Landry,Comedy 2
Lisa Loeb,Folk 1
Lisa Loeb & Nine Stories,"Folk 1, Pop 1"
Lisa Lynne,Folk 1
Lisa Mann,Blues 1
Lisa Mitchell,Folk 1
Lissie,Folk 2
Lit Killah,Hip-Hop 2
Little Anthony & The Imperials,Blues 4
Little Dragon,"Alternative 2, R&B 4"
Little Eva,Blues 1
Little Feat,"Blues 28, Folk 2"
Little Milton,Blues 1
Little Mix,"Pop 6, R&B 35"
Little River Band,Folk 2
Little Simz,"Alternative 3, R&B 6"
Little Walter,Blues 5
Little Willie John,Blues 2
Live,"Alternative 8, Pop 2"
Living Colour,Alternative 1
Living Legends,Alternative 1
Liz Phair,"Alternative 1, Folk 2"
Liza Anne,"Folk 6, Pop 1"
Lizz Wright,Jazz 1
Lizzo,Pop 4
Llorca,Jazz 3
Lloyd,"Hip-Hop 4, Pop 4, R&B 4"
Lloyd Banks,Hip-Hop 2
Lloyd Price,Blues 3
Lo-Fang,R&B 3
Lobo,Folk 1
Local H,Alternative 2
Local Natives,"Folk 18, Pop 2"
Loco,R&B 4
Logan Mize,Pop 2
Loggins & Messina,Folk 4
Logic,"Hip-Hop 37, Pop 27"
Lola Kirke,Alternative 1
Lolo Zouaï,"Alternative 6, R&B 3"
London Philharmonic Orchestra,Classical 12
London Symphony Orchestra,Classical 2
Lone Catalysts,Jazz 1
Lonnie Liston Smith,Jazz 1
Lonnie Mack,Blues 4
Loose Ends,Jazz 2
Loote,Pop 2
Lootpack,Hip-Hop 1
Lord Echo,Jazz 8
Lord Finesse,"Hip-Hop 1, Jazz 1"
Lord Huron,"Folk 22, Pop 2"
Lorde,Pop 11
Loreena McKennitt,Folk 2
Loretta Lynn,Folk 1
Lori McKenna,"Alternative 1, Folk 4"
Lorine Chia,R&B 1
Lorraine Hunt Lieberson,Opera 3
Los Amantes De Lola,Alternative 1
Los Cafres,Alternative 1
Los Campesinos!,Folk 1
Los Cuates de Sinaloa,Pop 1
Los De Guamuchil,Pop 1
Los Enanitos Verdes,"Alternative 2, Pop 1"
Los Fabulosos Cadillacs,Alternative 3
Los Inquietos Del Norte,Hip-Hop 4
Los Nuevos Ilegales,Pop 3
Los Originales De San Juan,Hip-Hop 4
Los Prisioneros,Alternative 2
Loscil,Jazz 2
Lost Boyz,Hip-Hop 1
Lost Frequencies,Pop 1
Lost Horizon,Classical 1
Lost Kings,Pop 2
Lostboycrow,Pop 1
Lotte Kestner,Pop 1
Lou Ann Barton,Blues 1
Lou Donaldson,Jazz 5
Lou Rawls,"Blues 3, Jazz 1"
Loud Luxury,Pop 1
Loudon Wainwright III,"Alternative 2, Folk 1"
Louie Austen,Jazz 1
Louis Andriessen,Classical 1
Louis Armstrong,Jazz 26
Louis Armstrong & His Hot Five,Jazz 1
Louis C.K.,Comedy 3
Louis Couperin,Classical 1
Louis Jordan,Blues 5
Louis Jordan & His Tympany Five,Blues 3
Louis Katz,Comedy 15
Louis Mattrs,R&B 1
Louis Prima,"Blues 7, Jazz 6"
Louis The Child,Pop 3
Louis Tomlinson,Pop 1
Love & The Outcome,Alternative 1
Loverboy,Pop 1
Lower Dens,Folk 1
Lowland Hum,Folk 1
Loyle Carner,"Hip-Hop 2, R&B 4"
Luc Ferrari,Classical 1
Luca Antonio Predieri,Opera 1
Luca Fogale,Folk 2
Luca Turilli,Classical 1
Lucas Arruda,Jazz 1
Lucas Coly,R&B 7
Lucia Popp,Opera 2
Luciano Pavarotti,"Classical 6, Opera 50"
Lucinda Williams,"Alternative 2, Folk 4"
Lucius,"Folk 4, Pop 1"
Lucky Daye,"Alternative 6, R&B 4"
Lucky Millinder,Blues 1
Lucky Peterson,Blues 1
Lucy Dacus,"Folk 6, Pop 2"
Lucy Pearl,R&B 3
Lucy Rose,"Folk 6, Pop 1"
Lucy Schwartz,Folk 1
Ludacris,"Hip-Hop 9, Pop 3"
Ludovico Einaudi,Pop 1
Ludwig van Beethoven,Classical 278
Lui Peng,R&B 1
Luigi Boccherini,Classical 15
Luis Fonsi,Pop 5
Luis Trindade,Folk 1
Luiz Bonfá,Jazz 1
Lukas Nelson and Promise of the Real,"Alternative 1, Blues 15"
Luke James,R&B 1
Luke Winslow-King,Folk 1
LunchMoney Lewis,Hip-Hop 2
Luny Tunes,Hip-Hop 1
Lupe Fiasco,"Hip-Hop 7, Pop 2"
Lustra,Pop 1
Luther Vandross,R&B 8
Lyfe Jennings,R&B 3
Lykke Li,Folk 1
Lyle Lovett,"Alternative 1, Folk 3"
Lynne Dawson,Opera 1
Lynyrd Skynyrd,Blues 36
Lyre Le Temps,Jazz 1
Lyrica Anderson,R&B 2
Lyrics Born,Alternative 1
Lyves,R&B 1
LÉON,Pop 6
Låpsley,R&B 2
Léo Delibes,"Classical 5, Opera 88"
Lü Wencheng,Classical 1
M. Ward,Folk 1
M.I.A.,Pop 1
M.O.P.,Hip-Hop 1
MARINA,"Alternative 15, Pop 4"
MAX,Pop 1
MC Magic,Hip-Hop 4
MC5,Blues 4
MED,Alternative 2
MF DOOM,"Alternative 9, Hip-Hop 4"
MF Eistee,Jazz 2
MFSB,Jazz 2
MGMT,"Alternative 7, Pop 3"
MHD,Hip-Hop 1
MIIA,Pop 1
MIKA,Pop 1
MIKE,Alternative 1
MIKESCHAIR,Alternative 1
MIKExANGEL,R&B 2
MISO,R&B 1
MISSIO,Alternative 12
MKTO,Pop 5
MNEK,"Pop 1, R&B 1"
MOONZz,Pop 1
Mabel,"Pop 1, R&B 2"
Mac Ayres,"Alternative 9, R&B 12"
Mac Miller,"Hip-Hop 41, Pop 25"
Macaco,Alternative 1
Maceo Parker,Jazz 1
Machine Gun Kelly,"Hip-Hop 18, Pop 6"
Machine Head,Alternative 1
Mack Wilds,R&B 1
Macklemore,Pop 2
Macklemore & Ryan Lewis,Pop 4
Mackned,Hip-Hop 2
Macy Gray,R&B 2
Mad Season,"Alternative 2, Blues 7"
Maddie & Tae,Pop 1
MadeinTYO,"Hip-Hop 19, Pop 2"
Madeleine Peyroux,Jazz 10
Madison Beer,"Pop 1, R&B 7"
Madison Cunningham,Folk 1
Madison McFerrin,R&B 1
Madlib,Alternative 1
Madonna,Pop 1
Madvillain,"Alternative 8, Hip-Hop 4"
Mae Muller,R&B 1
Maggie Lindemann,Pop 4
Magic & Bird,Hip-Hop 1
Magic Sam,Blues 2
Mahalia,"Alternative 4, Folk 5, R&B 7"
Mahavishnu Orchestra,Jazz 1
Maisha,Jazz 1
Maisie Peters,"Folk 6, Pop 2"
Majid Jordan,"Alternative 13, R&B 17"
Major Lazer,Pop 5
Makaveli,Hip-Hop 3
Makaya McCraven,Jazz 6
Malakoff Kowalski,Jazz 1
Malcolm Arnold,Classical 2
Maldita Vecindad Y Los Hijos Del 5to. Patio,Alternative 2
Maldy,Hip-Hop 1
Malibu Ken,"Alternative 2, Hip-Hop 2"
Malina Moye,Jazz 5
Maluma,Pop 9
Mammal Hands,Jazz 2
Man Man,Folk 1
Manafest,Hip-Hop 1
Manchester Orchestra,Folk 13
Mandisa,Alternative 4
Mandolin Orange,Folk 17
Mandrill,Jazz 1
Mandy Moore,Pop 1
Manfred Mann,"Blues 2, Pop 1"
Manfred Mann's Earth Band,Blues 1
Maninder Buttar,Hip-Hop 1
Mansur Brown,Jazz 1
Mantaraybryn,Alternative 1
Manu Chao,Alternative 4
Manu Crooks,Hip-Hop 1
Manuel Ponce,Classical 3
Manuel Turizo,Pop 5
Manuel de Falla,Classical 10
Maná,Pop 2
Maple Syrup,Jazz 3
Marc Anthony,Pop 2
Marc Antoine,Jazz 5
Marc Copland,Jazz 1
Marc E. Bassy,"Pop 5, R&B 14"
Marc Maron,Comedy 38
Marc Mellits,Classical 1
Marc-Antoine Charpentier,Classical 1
Marcell,Jazz 1
Marcin Wasilewski Trio,Jazz 1
Marco McKinnis,"Alternative 1, R&B 1"
Marcus Gilmore,Jazz 1
Marcus Johnson,Jazz 2
Marcus Marr,Alternative 1
Marcus Miller,Jazz 1
Marcus Roberts,Jazz 1
Marcy Playground,Alternative 3
Margaret Cho,Comedy 16
Margaret Glaspy,Folk 2
Margareta Bengtson,Jazz 1
Margot & The Nuclear So And So's,Folk 1
Maria Augusta,Jazz 1
Maria Bamford,Comedy 39
Maria Callas,"Classical 2, Opera 13"
Maria João Pires,Classical 2
Mariah Carey,"Pop 7, R&B 25"
Marianne Faithfull,Folk 1
Maribou State,R&B 6
Marie Dahlstrom,R&B 1
Marietta,Alternative 1
Marilyn Horne,Opera 16
Marilyn Manson,Alternative 12
Mario,"Pop 1, R&B 11"
Mario Winans,R&B 1
Mario del Monaco,Opera 8
Marion Meadows,Jazz 3
Marisa Anderson,Folk 2
Marissa Nadler,Folk 1
Marjan Mozetich,Classical 2
Mark Diamond,"Folk 7, Pop 1"
Mark Lockheart,Jazz 1
Mark Ronson,Pop 2
Marlena Shaw,Jazz 1
Maroon 5,Pop 16
Marques Houston,R&B 2
Marquis Hill,Jazz 2
Mars Today,R&B 1
Marsha Ambrosius,R&B 3
Marshmello,Pop 16
Martha Argerich,Classical 4
Martha Wainwright,Folk 1
Martin Garrix,Pop 3
Martin Jensen,Pop 2
Martin Lawrence,Comedy 17
Martin Luke Brown,Folk 1
Martin Solveig,Pop 1
Marty,Hip-Hop 1
Marty Friedman,Classical 2
Marty Robbins,Folk 6
Marvin Sease,Blues 3
Mary Chapin Carpenter,Folk 3
Mary Glenn,Folk 1
Mary J. Blige,"Hip-Hop 4, Pop 2, R&B 14"
Mary Lattimore,Folk 2
Mary Lou Williams,Jazz 1
Mary Mary,R&B 4
Mary Wells,"Blues 8, Pop 1"
María Aurora Gómez,Jazz 1
Masayoshi Takanaka,Jazz 1
Mase,"Hip-Hop 2, Pop 1, R&B 3"
Masego,"Alternative 13, R&B 14"
Mason Bates,Classical 1
Mason Jennings,Folk 2
Mass of Man,Hip-Hop 1
Masta Ace,Hip-Hop 1
Mat Kearney,"Folk 14, Pop 1"
Matchbox Twenty,Pop 2
Mathias Eick,Jazz 2
Matisse & Sadko,Pop 1
Matoma,Pop 3
Matt Andersen,Blues 2
Matt Braunger,Comedy 31
Matt Corby,Folk 4
Matt Hunter,Pop 1
Matt Kirshen,Comedy 6
Matt Maeson,Folk 10
Matt Maher,Alternative 6
Matt Maltese,Folk 1
Matt Martians,"Alternative 1, R&B 1"
Matt Nathanson,"Folk 6, Pop 1"
Matt Ox,Hip-Hop 3
Matt Redman,Alternative 3
Matt Stell,Pop 1
Matt and Kim,Folk 6
Matthew And The Atlas,Folk 4
Matthew Chaim,R&B 1
Matthew Dear,Folk 1
Matthew Halsall,Jazz 4
Matthew Shipp Trio,Jazz 1
Matthew Sweet,Alternative 1
Matthew West,Alternative 7
Mau y Ricky,Pop 2
Maurice Moore,R&B 2
Maurice Ravel,Classical 24
Mauro Giuliani,Classical 1
Max Bruch,Classical 15
Max Reger,Classical 1
Max Roach,Jazz 1
Maxine Brown,Blues 1
Maxine Sullivan,Jazz 1
Maxo Kream,Hip-Hop 4
Maxwell,"Pop 2, R&B 2"
Maya Berovic,Folk 1
Maygen Lacey,Pop 1
Maynard Ferguson,Jazz 4
Maze,Jazz 5
Mazzy Star,"Alternative 2, Pop 1"
Maître Gims,Hip-Hop 2
McCafferty,Alternative 4
McClenney,"Alternative 1, R&B 2"
McCoy Tyner,Jazz 2
Mdou Moctar,Blues 3
Meadowlark,Pop 1
Meat Puppets,Alternative 1
Mecca:83,Jazz 1
"Medeski, Martin & Wood",Jazz 7
Medicine Head,Blues 2
Meek Mill,"Hip-Hop 19, Pop 12"
Megadeth,Alternative 4
Megan Thee Stallion,"Pop 1, R&B 5"
Meghan Trainor,"Pop 7, R&B 21"
Megson,Folk 1
Meiko,Folk 1
Mel Tormé,Jazz 6
Mel Waiters,Blues 6
Melanie,Folk 1
Melanie Fiona,R&B 1
Melanie Martinez,Pop 6
Melendi,Pop 1
Melii,"Pop 1, R&B 4"
Melissa Etheridge,Folk 3
Melissa Manchester,Folk 1
Melodiesinfonie,Jazz 5
Melody Gardot,Jazz 4
Melody's Echo Chamber,Folk 1
Memphis Bleek,Hip-Hop 1
Memphis Slim,Blues 1
Men At Work,Pop 1
MercyMe,Alternative 5
Mereba,"Alternative 4, R&B 4"
Meredith Andrews,Alternative 3
Meredith Monk,Classical 1
Merkules,Hip-Hop 2
Merl Saunders,Blues 3
Meryl Streep,Pop 3
Meshuggah,"Alternative 1, Jazz 4"
Mestís,Jazz 3
Method Man,Hip-Hop 1
Methrone,Blues 2
Metric,Folk 3
Metro Boomin,"Hip-Hop 6, Pop 4"
Metro Station,Pop 1
Metronomy,Alternative 2
Metropolitan Jazz Affair,Jazz 1
Metropolitan Opera Orchestra,Opera 3
Mez,Hip-Hop 1
Miami Horror,Alternative 1
Micatone,Jazz 2
Michael Angelo Batio,Classical 1
Michael Bublé,Pop 2
Michael Burks,Blues 2
Michael Byron,Classical 2
Michael Cera,Folk 1
Michael Cera Palin,Alternative 1
Michael Cooper,Blues 1
Michael Finnissy,Classical 1
Michael Franks,Jazz 7
Michael Haydn,Classical 15
Michael Ian Black,Comedy 15
Michael Jackson,Pop 14
Michael Lington,Jazz 3
Michael Nau,Folk 2
Michael Nyman,Classical 5
Michael Ray,Pop 2
Michael Romeo,Classical 1
Michael Schenker Group,Classical 1
Michael Tippett,Classical 2
Michael W. Smith,Alternative 2
Michal Urbaniak,Jazz 1
Michel Plasson,Opera 1
Michelle Branch,"Folk 2, Pop 1"
Michelle Simonal,Jazz 1
Michio Miyagi,Classical 1
Mick Jenkins,"Hip-Hop 6, R&B 11"
Mickey Newbury,Folk 1
Mickey Singh,Hip-Hop 2
Microwave,Alternative 4
Middle Brother,"Alternative 1, Folk 1"
Midlake,Folk 1
Mighty Oaks,Folk 3
Migos,"Hip-Hop 23, Pop 17"
Miguel,"Pop 10, R&B 27"
Miguel Mateos - Zas,Alternative 1
Miike Snow,"Alternative 4, Pop 1"
Mike Bahía,Pop 1
Mike Baldwin,Comedy 8
Mike Birbiglia,Comedy 30
Mike Bloomfield,Blues 1
Mike DeStefano,Comedy 2
Mike Jones,Hip-Hop 2
Mike Perry,Pop 2
Mike Posner,Pop 4
Mike Shinoda,"Alternative 7, Hip-Hop 1"
Mike Stud,"Hip-Hop 6, Pop 8"
Mike WiLL Made-It,"Hip-Hop 8, Pop 6"
Mike Zito,Blues 2
Mila J,"Alternative 2, Pop 1, R&B 1"
Milan Stankovic,Folk 1
Mildlife,Jazz 1
Mildred Bailey,Jazz 1
Miles Davis,Jazz 31
Miles Davis Quartet,Jazz 1
Miles Davis Quintet,Jazz 3
Miley Cyrus,Pop 4
Milky Chance,Pop 1
Millennium Jazz Music,Jazz 1
Millonario,Hip-Hop 2
Milo,"Alternative 1, Hip-Hop 1"
Milo Greene,Pop 1
Miloš Karadaglić,Classical 1
Milt Jackson,Jazz 2
Mindless Behavior,R&B 2
Mindless Self Indulgence,Alternative 1
Mindy Gledhill,Folk 1
Mindy Smith,Folk 1
Minimatic,Jazz 1
Ministry,Alternative 1
Minke,Pop 1
Minnie Riperton,Jazz 2
Mint Condition,"Pop 1, R&B 3"
Minthaze,Jazz 4
Minus 8,Jazz 1
Mipso,Folk 4
Mirah,Folk 1
Mirella Freni,"Classical 1, Opera 6"
Mississippi Fred McDowell,Blues 2
Mississippi John Hurt,Blues 4
Missy Elliott,"Hip-Hop 3, Pop 1, R&B 6"
Missy Mazzoli,Classical 1
MisterWives,Pop 1
Mitch Fatel,Comedy 9
Mitch Hedberg,Comedy 15
Mitch James,Pop 1
Mitchell Tenpenny,Pop 3
Mitski,"Folk 15, Pop 2"
Miya Folick,Folk 3
Mk.Gee,R&B 3
Mndsgn,"Alternative 2, Jazz 4, R&B 1"
Mo Kolours,Jazz 1
Mo Mandel,Comedy 14
Mo' Horizons,Jazz 3
Mobb Deep,"Hip-Hop 2, Pop 2"
Mocky,"Jazz 2, R&B 1"
Modern Baseball,Alternative 6
Modest Mouse,"Alternative 8, Folk 11, Pop 2"
Moka Only,Alternative 1
Mokita,Pop 1
Molly Brazy,R&B 1
Molly Burch,Folk 3
Molly Hatchet,Blues 6
Molly Johnson,Jazz 1
Moloko,Alternative 1
Molotov,Hip-Hop 1
Mom Jeans.,Alternative 8
Mon Laferte,"Alternative 5, Pop 1"
Mondo Cozmo,Alternative 3
Mondo Gascaro,Jazz 1
Mondo Grosso,Jazz 2
Moneybagg Yo,Hip-Hop 19
Mongo Santamaria,Jazz 2
Monica,"Pop 1, R&B 5"
Mono:Massive,Jazz 4
Monsieur Periné,"Alternative 3, Jazz 2"
Monsta X,Pop 3
Monster Magnet,Alternative 1
Monsters Of Folk,Folk 1
Monte Booker,"Alternative 3, Hip-Hop 2, R&B 3"
Montefiori Cocktail,Jazz 1
Montell Jordan,"Pop 1, R&B 4"
Montrose,Blues 7
Montserrat Caballé,Opera 17
Montserrat Figueras,Classical 1
Monty Python,Comedy 30
Moods,"Alternative 1, R&B 2"
Moonchild,"Alternative 1, Jazz 14, R&B 6"
Moose Blood,Alternative 2
Moose Dawa,Jazz 5
Mop Mop,Jazz 1
MorMor,R&B 1
Morcheeba,Jazz 11
Morecambe & Wise,Comedy 1
Moreland & Arbuckle,Blues 1
Morgan Evans,Pop 1
Morphine,"Alternative 1, Blues 12"
Morrissey,Alternative 1
Morten Lauridsen,Classical 5
Morton Feldman,Classical 1
Morton Gould,Classical 1
Mos Def,"Alternative 2, Hip-Hop 5"
Mose Allison,"Blues 2, Jazz 1"
Moses Sumney,"Folk 4, R&B 3"
Moshe Kasher,Comedy 21
Moss Kena,R&B 1
Motopony,Alternative 1
Mott The Hoople,Blues 3
Motörhead,Alternative 2
Mou Brasil,Jazz 1
Mount Kimbie,"Alternative 2, R&B 3"
Mountain,Blues 3
Mountain Man,Folk 5
Movements,Alternative 5
Mr Eazi,Hip-Hop 2
Mr Twin Sister,Folk 1
Mr. Airplane Man,Blues 1
Mr. Big,Classical 3
Mr. David,Blues 1
Mr. Käfer,Jazz 2
Mr. Probz,Hip-Hop 1
Mr. Scruff,Jazz 2
Mr.B The Gentleman Rhymer,Jazz 1
Ms. Jody,Blues 1
Ms. Lauryn Hill,"Hip-Hop 6, R&B 6"
Mt. Joy,"Folk 7, Pop 4"
Muddy Magnolias,Blues 2
Muddy Waters,Blues 23
Mudvayne,Alternative 6
Muggsy Spanier,Jazz 1
Mujo,Jazz 9
Mulatto,R&B 1
Mulatu Astatke,Jazz 4
Mulgrew Miller,Jazz 2
Mungo Jerry,"Blues 1, Pop 1"
Murcof,Jazz 1
Muscadine Bloodline,Pop 1
Mushroomhead,Alternative 2
Musiq Soulchild,"Hip-Hop 3, R&B 6"
Mustard,Hip-Hop 5
Muzio Clementi,Classical 3
My Bloody Valentine,"Alternative 1, Folk 2"
My Brothers And I,Folk 2
My Chemical Romance,Pop 6
My Darkest Days,Alternative 8
My Morning Jacket,"Alternative 4, Folk 4"
Mykola Dmytrovych Leontovych,Classical 2
Myles Parrish,Hip-Hop 1
Myq Kaplan,Comedy 25
Myr Ramírez,Comedy 1
Myrath,Classical 1
Myron Butler & Levi,R&B 1
Mystic Prophecy,Classical 2
MØ,Pop 3
Mýa,"Hip-Hop 1, Pop 1, R&B 5"
Mœnia,Alternative 1
N'Gou Bagayoko,Blues 1
N.E.R.D,"Hip-Hop 2, Pop 2"
N.O.R.E.,Hip-Hop 2
N.W.A.,Hip-Hop 6
NAV,"Hip-Hop 12, Pop 6"
NB Ridaz,Hip-Hop 1
NCT,Pop 3
NCT 127,Pop 2
NCT DREAM,Pop 1
NEEDTOBREATHE,"Alternative 16, Pop 4"
NF,Hip-Hop 18
NGHTMRE,Pop 1
NIKI,R&B 4
NIve,R&B 2
NONONO,Alternative 1
NOTD,Pop 4
NSG,Hip-Hop 1
NSTASIA,"Alternative 1, R&B 2"
Nacho,Pop 1
Nai Palm,"Alternative 2, Jazz 2, R&B 3"
Najee,Jazz 11
Naji,R&B 1
Nakala,R&B 1
Nancy Sinatra,Folk 1
Nancy Wilson,Jazz 7
Nao,"Alternative 3, R&B 17"
Nappy Roots,Hip-Hop 1
Nas,"Hip-Hop 20, Pop 1"
Nat Adderley,Jazz 1
Nat King Cole,Jazz 35
Nat King Cole Trio,Jazz 4
Natalia Kills,Pop 1
Natalia Lafourcade,Alternative 5
Natalie Cole,Jazz 7
Natalie Dessay,Opera 1
Natalie Grant,Alternative 2
Natalie Imbruglia,"Folk 1, Pop 1"
Natalie Merchant,Folk 5
Natasha Bedingfield,"Folk 2, Pop 2, R&B 1"
Natasha Leggero,Comedy 16
Natasha Mosley,R&B 1
Nate Good,Hip-Hop 1
Nate Harasim,Jazz 1
Nate Smith,Jazz 2
Nathalie Stutzmann,Opera 1
Nathan East,Jazz 1
Nathan Hawes,Folk 1
Nathaniel Rateliff,Folk 1
Nathaniel Rateliff & The Night Sweats,Folk 13
Native Construct,Jazz 3
Natti Natasha,Pop 4
Natural Child,Folk 2
Natural Self,Jazz 1
Natureboy Flako,Jazz 3
Naughty Boy,"Pop 2, R&B 3"
Naughty By Nature,Hip-Hop 2
Nazareth,Blues 5
Nbdy,"Alternative 1, R&B 1"
Ne Obliviscaris,Jazz 1
Ne-Yo,"Pop 2, R&B 19"
Neal Schon,Classical 1
Ned Rorem,Classical 1
Neha Kakkar,Hip-Hop 1
Neil Cowley Trio,Jazz 1
Neil Diamond,"Folk 7, Pop 1"
Neil Sedaka,Folk 1
Neko Case,Folk 5
Nekrogoblikon,Folk 2
Nekta,Jazz 1
Nellie Tiger Travis,Blues 1
Nelly,"Hip-Hop 8, Pop 5, R&B 13"
Nels Cline,Jazz 1
Nelson Rangell,Jazz 1
Nena,Pop 2
Nengo Flow,Hip-Hop 1
Neon Indian,Folk 1
NerdOut,Pop 1
Neutral Milk Hotel,"Alternative 2, Folk 8"
Never Shout Never,Alternative 4
Nevermore,Classical 1
New Boyz,"Hip-Hop 1, Pop 1"
New Cool Collective,Jazz 1
New Edition,R&B 3
New Found Glory,Pop 1
New Medicine,Alternative 2
New Order,Alternative 15
New Politics,Pop 1
New York Dolls,Blues 2
New York Philharmonic,Classical 6
Newsboys,Alternative 2
Next,R&B 2
Niall Horan,Pop 2
Niccolò Jommelli,Opera 3
Niccolò Paganini,Classical 8
Nice & Smooth,Hip-Hop 1
Nicholas Cole,Jazz 1
Nicholas Payton,Jazz 1
Nick Colionne,Jazz 1
Nick Di Paolo,Comedy 23
Nick Drake,Folk 6
Nick Gravenites,Blues 1
Nick Griffin,Comedy 1
Nick Hakim,"Alternative 3, Jazz 7, R&B 6"
Nick Johnston,Classical 5
Nick Jonas,"Pop 5, R&B 9"
Nick Moss & The Flip Tops,Blues 1
Nick Mulvey,Folk 7
Nick Swardson,Comedy 16
Nick Thune,Comedy 14
Nick Wilson,"Folk 2, Pop 1"
Nickel Creek,Folk 3
Nickelback,"Alternative 22, Pop 5"
Nicki Minaj,Pop 17
Nicki Parrott,Jazz 1
Nickodemus,Jazz 5
Nicky Jam,"Hip-Hop 10, Pop 4"
Nico & Vinz,Pop 1
Nico Muhly,Classical 5
Nicola Porpora,Opera 12
Nicola Vaccai,Opera 1
Nicolai Ghiaurov,Opera 1
Nicole Bus,Pop 1
Nicole C. Mullen,Alternative 1
Nicole Scherzinger,R&B 1
Nicotine,Alternative 1
Nicotine's Famous Honey,R&B 5
Night Lovell,Hip-Hop 12
Night Riots,Alternative 7
Nightmares On Wax,Jazz 17
Niia,R&B 2
Nikolai Kapustin,Classical 1
Nikolai Medtner,Classical 1
Nikolai Rimsky-Korsakov,Classical 2
Nikolaus Harnoncourt,Classical 3
Nils,Jazz 1
Nils Frahm,Pop 1
Nils Janson,Jazz 1
Nils Landgren,Jazz 2
Nils Landgren Funk Unit,Jazz 2
Nilüfer Yanya,Alternative 1
Nina Nesbitt,Pop 3
Nina Simone,"Blues 38, Jazz 25"
Nina Sky,Pop 1
Nine Inch Nails,Alternative 11
Nine Lashes,Alternative 1
Ninho,Hip-Hop 1
Nio Garcia,Hip-Hop 1
Nipsey Hussle,"Hip-Hop 8, Pop 2"
Nirvana,Alternative 19
Nite Flyte,Jazz 1
Nivea,"Hip-Hop 2, Pop 1, R&B 3"
Nivhek,Folk 1
Niykee Heaton,"Pop 1, R&B 5"
Njomza,"Alternative 1, R&B 4"
Nnenna Freelon,Jazz 1
No Doubt,Pop 3
No Resolve,Alternative 1
No Sin In Eden,Folk 1
Noah And The Whale,Folk 3
Noah Cyrus,Pop 2
Noah Gundersen,"Alternative 2, Folk 4"
Noah Kahan,Pop 3
Noah Slee,"Alternative 1, R&B 2"
Nobunny,Blues 2
Nobuo Uematsu,Classical 22
Nobuyuki Tsujii,Classical 1
Nocturnal Rites,Classical 1
Noel Torres,Hip-Hop 1
Noname,"Alternative 8, Hip-Hop 6, R&B 9"
Nonpoint,Alternative 2
Norah Jones,"Folk 20, Jazz 28, Pop 1"
Noriel,Hip-Hop 2
Norm MacDonald,Comedy 8
Norman Blake,Folk 1
Norman Brown,Jazz 17
Norman Perry,R&B 1
Normani,R&B 2
North Mississippi Allstars,Blues 10
Northern Kings,Classical 1
Nostalgia 77,Jazz 1
Nothing But Thieves,Alternative 11
Nothing More,Alternative 11
Notifi,R&B 1
Nouvelle Vague,Jazz 3
Novo Amor,"Folk 15, Pop 2"
Nubiyan Twist,Jazz 2
Nubya Garcia,Jazz 2
Nujabes,Jazz 22
NxWorries,Hip-Hop 4
