Selected (1),artist_name,track_name,track_id,Selected (2),Selected,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
No,empty_field,"Rinaldo, HWV 7a, Act III (Ed. G. Sechi): Marcia [Live]",6SPINsQn68w9HCV6gAK9Ve,No,No,63238,4,0.923,0.647,36906,0.26,0.745,C#,0.13,-15.901,Major,0.0487,109.202,04/4,0.81,Classical
No,Pyotr Ilyich Tchaikovsky,"The Nutcracker, Op.71 : No. 10 The Magic Castle on the Mountain of Sweets",6yvFEvuyXW7f3WDZezvNaF,No,No,172043,25,0.953,0.147,256080,0.176,0.866,E,0.108,-23.026,Major,0.0376,75.349,03/4,0.112,Classical
No,Herbert von Karajan,"Symphony No. 9 in D Minor, Op. 125 - ""Choral"": 4b. Allegro assai - Live",3xINh6YqkLfucEtjoa4x7D,No,No,39182,33,0.966,0.197,,0.0604,0.95,D,0.277,-19.014,Major,0.034,138.839,04/4,0.241,Classical
No,empty_field,千と千尋の神隠し組曲(IV. ふたたび),7efL8Jm6ZJFfJNAANmRVwj,No,No,110837,35,0.972,0.224,142867,0.201,0.902,F,0.15,-9.759,Major,0.0298,,03/4,0.121,Classical
No,Howard Shore,The Eyes Of The White Tower,3diH91ElFLqpc9hx2qbRSM,No,No,30548,38,0.821,0.0802,273240,0.0991,0.881,E,0.152,-22.773,Minor,0.0433,,04/4,0.0345,Classical
No,empty_field,"Nocturnal After John Dowland, Op. 70 (Reflections on ""Come, Heavy Sleep""): VIII. Passacaglia",3DneCEkBhWz7Qy92mcNzW0,No,No,121174,32,0.982,0.353,244467,0.0855,0.874,C,0.121,-24.043,Major,0.0475,,04/4,0.0943,Classical
No,Nobuo Uematsu,Memoro De La Stono​~​Distant Worlds (Final Fantasy XI),3RRNfOkg9pA3kPuQQwZ5d5,No,No,120166,40,0.944,0.194,,0.21,0.00494,A,0.284,-11.436,Minor,0.0333,87.056,03/4,0.0722,Classical
No,Ottorino Respighi,Pines of Rome,5NYuN6UEnXiwuXs3fKN6Ik,No,No,192081,28,0.787,0.108,1.27579e+06,0.117,0.821,B,0.931,-20.346,Major,0.0395,82.274,03/4,0.0565,Classical
No,empty_field,Gianni Schicchi: O mio babbino caro (Arr. for Violin and Orchestra),01Q4wU19hamqnhNjtuvTyI,No,No,142278,27,0.974,0.145,206213,0.161,0.836,C#,0.205,-18.022,Major,0.0598,166.595,03/4,0.0753,Classical
No,The Dave Brubeck Quartet,Koto Song - previously unreleased,5l1xKdt8ewRYj7Xce7kTcY,No,No,174891,32,0.908,0.642,360373,0.0995,0.451,A#,0.7,-24.26,Minor,0.0451,117.172,04/4,0.48,Classical
No,The Strokes,Heart In A Cage,6NJ5Q5QujNwwsst5mdSEfF,No,No,216932,46,0.869,0.504,263160,0.434,0.0034,G,0.274,-10.201,Major,0.0414,138.422,04/4,0.494,Classical
No,Sergei Prokofiev,Sonata for Solo Harp: I. Allegretto,6NVI8uSMMbVAjt0FzL4GFL,No,No,54174,30,0.99,0.238,,0.0535,0.909,C#,0.108,-28.126,Major,0.0495,83.686,04/4,0.0642,Classical
No,Ludwig van Beethoven,"Symphony No. 5 in C Minor, Op. 67: 3. Allegro",6KuqAtoeVzxAYOaMveLNpH,No,No,133540,32,0.935,0.279,309467,0.0837,0.521,C#,0.25,-20.421,Major,0.0442,81.506,04/4,0.197,Classical
No,Johannes Brahms,"Symphony No.4 In E Minor, Op.98: 4. Allegro energico e passionato - Più allegro",5z6xHjCZr7a7AIcy8sPBKy,No,No,167675,51,0.967,0.174,554000,0.15,0.84,E,0.113,-17.478,Minor,0.0403,79.299,04/4,0.0582,Classical
No,Ludwig van Beethoven,"Missa solemnis, Op. 123: Gloria. Allegro vivace (Live)",7Eso5mURNFprb5PmhOXDlf,No,No,215924,17,0.974,0.141,1.00616e+06,0.195,0.00288,D,0.0915,-19.028,Major,0.04,79.046,03/4,0.076,Classical
No,Spice Girls,Forever,1RNboncnmyTAyoyrDa0Pwx,No,No,54970,45,0.00145,0.396,246293,0.936,7.43e-06,B,0.296,-5.38,Major,0.0581,169.979,04/4,0.316,Classical
No,empty_field,"Fauré: Pelléas et Mélisande, Op. 80: III. Sicilienne (Arr. Robilliard)",5YzA563GXTuwQaRq24z1k5,No,No,27651,41,0.914,0.175,,0.00809,0.856,D#,0.129,-32.625,Major,0.0429,74.085,03/4,0.098,Classical
No,Wolfgang Amadeus Mozart,"Requiem, K. 626: Lacrimosa",4A3V6XcsKBfGy39flqieSL,No,No,80555,35,0.939,0.193,188000,0.118,0.000856,D,0.314,-23.74,Major,0.041,81.454,04/4,0.0381,Classical
No,Zbigniew Preisner,Shows Dickon Garden,6jOpA0UG23yw4MyXQKa6iz,No,No,111269,31,0.99,0.485,,0.023,0.918,B,0.067,-24.212,Minor,0.038,110.787,04/4,0.54,Classical
No,Howard Shore,Minas Tirith (feat. Ben Del Maestro),4AQDB17oOiUWa5eGk57BtB,No,No,206383,44,0.794,0.171,217267,0.38,0.919,A#,0.0758,-16.502,Major,0.0385,70.458,04/4,0.181,Classical
No,Stratovarius,4000 Rainy Nights - Remastered 2016,0AU9n2KkurAn6n5fKB8vAp,No,No,149290,29,6.96e-05,0.397,359998,0.782,0.472,G#,0.078,-7.602,Minor,0.0332,76.958,04/4,0.194,Classical
No,Jonny Greenwood,House of Woodcock,6zzlL20BHOmAsXVCg8Dvxs,No,No,197519,47,0.967,0.253,,0.126,0.858,D,0.112,-17.009,Minor,0.0377,67.171,04/4,0.0355,Classical
No,Edvard Grieg,"Old Norwegian Romance, Op. 51: I. Poco tranquillo",1aRvUHgMe9ichgcHAAs12f,No,No,130111,23,0.969,0.207,,0.00993,0.487,F,0.11,-31.14,Major,0.0426,82.455,05/4,0.0328,Classical
No,Wolfgang Amadeus Mozart,"Piano Concerto No.20 in D minor, K.466: 3. Rondo (Allegro assai)",6sREV6MpLHTqcOmBK5mvYF,No,No,30147,28,0.985,0.366,511413,0.124,0.915,D,0.0797,-22.433,Minor,0.0409,129.327,04/4,0.193,Classical
No,Johann Pachelbel,"Trio Sonata for 2 Violins and Continuo in G, Op.5, No.4, HWV 399: 1. Allegro",0IEhU1bRVEqWCfb6Fy6w67,No,No,203136,29,0.851,0.575,118027,0.242,0.0298,C#,0.123,-18.668,Major,0.0728,82.154,04/4,0.818,Classical
No,Johann Sebastian Bach,"Violin Sonata No. 2 in A Minor, BWV 1003: III. Andante",65u1dHQyQyE4y4aN2eDmMF,No,No,60944,21,0.992,0.236,298667,0.0248,0.032,C,0.183,-23.675,Major,0.048,133.957,04/4,0.106,Classical
No,Johann Sebastian Bach,"Aria From Goldberg Variations, BWV 988",104pmtTQOlmW8Zt2BipGKH,No,No,121058,23,0.995,0.352,184467,0.0346,0.891,G,0.11,-26.475,Major,0.0434,108.129,04/4,0.177,Classical
No,empty_field,Série brasileira: IV. Batuque,6L0BBPYeWnaQJeDa0ox0IA,No,No,202716,38,0.906,0.478,224813,0.255,0.899,C,0.0391,-17.796,Major,0.0366,101.931,04/4,0.519,Classical
No,Philip Glass,Glassworks: I. Opening,7gPrkmgSB5wwquMl2BnNic,No,No,82270,42,0.982,0.191,,0.112,0.904,C,0.101,-25.688,Minor,0.0394,139.198,03/4,0.328,Classical
No,Frédéric Chopin,Nocturne in C-Sharp Minor,6Gk2LE2eBo8PLL8V8gzEOn,No,No,77410,31,0.99,0.256,,0.00691,0.837,C#,0.0808,-34.177,Minor,0.045,78.59,04/4,0.158,Classical
No,Antonio Vivaldi,"Vivaldi: Gloria in D Major, RV 589: I. Gloria in excelsis Deo",5KB869ycQ5H23d7N8u0mor,No,No,120595,34,0.944,0.459,147320,0.287,0.0214,C#,0.183,-16.162,Major,0.0338,127.697,04/4,0.412,Classical
No,Howard Shore,The Courage of Hobbits,21cZMrvY4479k2ylYX5N36,No,No,111044,25,0.941,0.0722,,0.0584,0.938,C,0.0816,-27.339,Major,0.036,,04/4,0.033,Classical
No,Johann Sebastian Bach,"Violin Partita No. 2 in D Minor, BWV 1004: V. Ciaccona",4n3idw3qu3XlmnDRBub0v5,No,No,107193,20,0.994,0.282,821253,0.0674,0.833,D,0.0971,-20.43,Major,0.052,140.392,04/4,0.25,Classical
No,My Morning Jacket,The Nature of Evil,52C5RtZWvedxOXjYn1FhRE,No,No,149460,24,0.74,0.115,200800,0.135,0.887,D,0.102,-17.691,Minor,0.0385,83.687,04/4,0.119,Classical
No,The Mills Brothers,The Old Shade Tree,5ynDBvw2xo22bXRu4GHREg,No,No,29595,39,0.945,0.523,386200,0.297,0.131,F,0.093,-11.446,Major,0.0442,148.616,04/4,0.301,Classical
No,Wolfgang Amadeus Mozart,"Trio in E-Flat Major ""Kegelstatt"", K. 498",5HDU3hPQinaefJtLzg3Lpm,No,No,60154,47,0.992,0.366,493267,0.174,0.869,D#,0.26,-22.039,Major,0.0365,134.909,04/4,0.489,Classical
No,Wolfgang Amadeus Mozart,"Requiem, K. 626: VII. Agnus Dei",160hN2OsDXnmgExwtG7cvD,No,No,180297,15,0.977,0.0682,251907,0.0942,0.911,F,0.362,-18.053,Major,0.0354,75.681,04/4,0.0375,Classical
No,Wolfgang Amadeus Mozart,"La clemenza di Tito, K. 621, Act I: Overture",359sr8SAyc9aeFuX1E8pwJ,No,No,186243,0,0.952,0.302,285373,0.0959,0.915,C,0.418,-22.569,Major,0.0422,149.162,04/4,0.4,Classical
No,Enrique Iglesias,Escape,6mPNH3gq9M3j99UPnISxm1,No,No,169145,31,0.992,0.194,,0.00364,0.897,A,0.0647,-27.015,Minor,0.0455,106.117,04/4,0.0501,Classical
No,Tomaso Albinoni,Adagio,4VDGpiwGo7G1eXImU97zlh,No,No,188627,35,0.979,0.257,,0.141,0.933,B,0.145,-18.323,Major,0.0361,94.517,04/4,0.0426,Classical
No,Daniel Barenboim,"Piano Trio No. 5 in D Major, Op. 70 No. 1 ""Ghost"": II. Largo assai ed espressivo",2nVtRa2p2bpz7OxogzvBNW,No,No,61588,0,0.938,0.123,595533,0.119,0.0687,C,0.124,-19.407,Major,0.0432,79.483,04/4,0.0357,Classical
No,Hector Berlioz,"Roméo et Juliette, Op. 17, H 79, Pt. 2: No. 2a, Roméo seul",0kGkJMm2aYS3TJdQKuacsA,No,No,53802,0,0.892,0.0686,448613,0.0464,0.512,F,0.653,-27.348,Major,0.0469,,03/4,0.0367,Classical
No,London Philharmonic Orchestra,"Chanson de nuit, Op.15 No.1",61etm6bMP3BnD3SiwreMZu,No,No,168522,35,0.964,0.132,,0.0185,0.818,G,0.107,-27.529,Major,0.0398,79.833,04/4,0.0329,Classical
No,Franz Liszt,"Consolations, S172/R12: No. 2. Un poco piu mosso",0AYii43okp7aELy7PXu3ef,No,No,119353,45,0.992,0.28,203667,0.0058,0.795,B,0.0613,-36.734,Major,0.0493,75.931,04/4,0.0395,Classical
No,Dmitri Shostakovich,"String Quartet No. 13 in A Minor, Op. 29: II. Andante",4YUAcUPZzIZPO47NA3P5ZJ,No,No,101139,38,0.973,0.214,415573,0.0524,0.777,C,0.086,-21.485,Major,0.0469,,04/4,0.0656,Classical
No,Tomaso Albinoni,Adagio in G Minor,4w5qJcU460wDWWIG3FpsGM,No,No,156673,48,0.743,0.099,266240,0.279,0.903,G,0.114,-12.939,Minor,0.0346,89.755,01/4,0.0464,Classical
No,Hector Berlioz,"La Damnation de Faust, Op. 24, H. 111: Pt. II, Scène VI - Chanson de Brander. ""Certain rat, dans une cuisine""",0SPGL2j5OrG1L7YvP6tT6X,No,No,161898,0,0.982,0.4,,0.18,5.08e-05,G,0.721,-24.788,Major,0.0856,153.356,03/4,0.359,Classical
No,Edvard Grieg,"Grieg: Piano Concerto in A Minor, Op. 16: II. Adagio",1Wv14r1lFyrCJVhe36iHWq,No,No,175724,32,0.983,0.22,392960,0.0285,0.955,C#,0.0829,-21.261,Major,0.0402,140.405,03/4,0.0359,Classical
No,Georges Bizet,"""Dance Of The Hours"" from La Gioconda",5VWMeGWRYyswzIDrVvS4P3,No,No,56331,32,0.847,0.314,210720,0.114,0.294,C#,0.0978,-22.542,Minor,0.0695,83.764,04/4,0.133,Classical
No,Ludwig van Beethoven,"String Quartet No. 14 in C-Sharp Minor, Op. 131: IV. Andante ma non troppo e molto cantabile – Più mosso – Andante moderato e lusinghiero – Adagio – Allegretto – Adagio, ma non troppo e semplice – Allegretto",791YTMSeD7SPGWHLIe61ew,No,No,26542,21,0.958,0.212,,0.0488,0.532,A,0.0716,-24.287,Major,0.0484,88.717,04/4,0.123,Classical
No,Soda Stereo,Volver,6xQA3Y1kCctIABTiJO2VYD,No,No,76167,22,0.983,0.506,172227,0.18,0.0915,C#,0.254,-12.973,Minor,0.058,99.748,04/4,0.578,Classical
No,Yo-Yo Ma,"Concerto in G Minor for Two Cellos and Strings, RV 531: II. Largo",6T689Jvh5KrSXyaPtUWZtQ,No,No,49281,27,0.968,0.144,175000,0.0287,0.403,D,0.0961,-26.394,Minor,0.0438,166.516,03/4,0.0702,Classical
No,Frederick Delius,Delius: Koanga: La Calinda,6ydWUkitVqMOvXWuZl9CDm,No,No,177833,37,0.867,0.191,273880,0.117,0.537,D,0.0718,-18.7,Major,0.0348,83.066,04/4,0.0728,Classical
No,Giacomo Puccini,"Madama Butterfly / Act 2: ""Un bel dì vedremo""",1D1nixOVWOxvNfWi0UD7VX,No,No,52993,39,0.975,0.245,273067,0.0675,0.000222,C#,0.107,-19.141,Major,0.0473,61.73,03/4,0.0506,Classical
No,Philip Glass,"KYOKO'S HOUSE (""stage blood is not enough"")",6xSsJNkReuJzerqcIlBzBi,No,No,91159,30,0.81,0.288,,0.0806,0.914,G#,0.295,-22.098,Major,0.037,,04/4,0.0617,Classical
No,Johann Sebastian Bach,"Cello Suite No. 4 in E-Flat Major, BWV 1010: V. Bourrées I & II",5sF9WD3MnaoHQjJD2sL75D,No,No,125694,34,0.967,0.374,304227,0.0428,0.831,D#,0.166,-27.23,Major,0.0441,,04/4,0.618,Classical
No,Johann Sebastian Bach,Goldberg Variations: Goldberg Variations: Aria,08vkLM8DiKJTisZMaEA6bs,No,No,117557,37,0.792,0.183,213853,0.0563,0.00193,G,0.167,-25.703,Major,0.0467,85.275,04/4,0.044,Classical
No,Shontelle,Carol Eliseus,7FxzgizJRGTQ3fxUqfvljg,No,No,26387,35,0.989,0.162,139936,0.0826,0.172,C,0.103,-29.088,Minor,0.0395,95.851,03/4,0.0737,Classical
No,empty_field,To Be Certain of the Dawn: Part II: Remembrance: Interlude: Veil of Tears,0uXO2GrNiIb1xHT9LUdxZE,No,No,92906,37,0.791,0.148,,0.00399,0.723,E,0.12,-39.52,Minor,0.0464,137.352,04/4,0.0252,Classical
No,Ludwig van Beethoven,"Diabelli Variations - 33 Variations on a Waltz by Anton Diabelli, Op. 120: Var. 24 - Fughetta. Andante",2G76iRK1fzO5MiDvcTYkET,No,No,132611,34,0.996,0.281,163693,0.0185,0.872,C,0.102,-36.873,Major,0.0459,76.383,04/4,0.313,Classical
No,John Coltrane,My Favorite Things,58WPfCHPWZyKzttyL6ux8u,No,No,180243,41,0.712,0.45,176467,0.236,0.824,A,0.0769,-20.823,Minor,0.0346,108.757,04/4,0.463,Classical
No,Franz Liszt,Polonaise Brilliante,0WQ3l6AqrCJLDpxjhDHbFh,No,No,85485,42,0.995,0.387,518227,0.268,0.828,C,0.0942,-13.996,Major,0.0348,,04/4,0.337,Classical
No,empty_field,"Les contes d'Hoffmann, Act II: Entr'acte - Elle a fui, la tourterelle (Live)",3gtbxGHClfCBVUZrajqhkG,No,No,110772,0,0.964,0.154,327520,0.0179,9.18e-05,A#,0.354,-27.506,Major,0.0533,,03/4,0.0346,Classical
No,empty_field,Grohg: III. Dance of the Opium-Eater (Visions of Jazz),7gki8nn2Mm5YwHuh1RXbVz,No,No,161504,0,0.903,0.244,220227,0.156,0.836,G,0.181,-14.978,Major,0.0401,104.71,03/4,0.0841,Classical
No,Vladimir Horowitz,"Kinderszenen, Op. 15 : 10. Fast zu ernst",26zKr68t6Qu4D2bsehaCbt,No,No,178108,28,0.995,0.371,123000,0.02,0.905,B,0.113,-29.519,Major,0.105,78.005,03/4,0.176,Classical
No,Spyro Gyra,The Currents,5PIveStlGgjVL54GpVcqxr,No,No,132894,31,0.987,0.339,,0.149,0.902,D,0.099,-17.618,Major,0.0362,143.169,03/4,0.0377,Classical
No,Antonio Vivaldi,"The Four Seasons - Violin Concerto in G Minor, RV 315, ""L'estate"" (Summer): III. Presto",2OhknoPgHy6gyc807VrGM4,No,No,110193,28,0.901,0.377,161107,0.351,0.852,G,0.202,-16.348,Major,0.0406,152.483,03/4,0.399,Classical
No,Gabriel Fauré,"Dolly, Op.56: Berceuse",7BKLCZ1jbUBVqRi2FVlTVw,No,No,48827,24,0.995,0.211,,0.0714,0.912,G,0.0918,-23.553,Major,0.0465,109.054,04/4,0.0463,Classical
No,Franz Schubert,"4 Impromptus, Op.90, D.899: No.3 in G Flat Major: Andante",7muFTTGAooD5iur6dkLWv3,No,No,122889,31,0.99,0.254,391973,0.00521,0.919,F#,0.0992,-32.431,Major,0.035,64.304,04/4,0.058,Classical
No,Glenn Gould,"Piano Concerto No. 1 in C Major, Op. 15: II. Largo",4IOPsdoo2hs7BN7rRsxMzQ,No,No,159244,22,0.987,0.281,,0.0196,0.833,G#,0.321,-26.961,Major,0.0404,72.091,03/4,0.058,Classical
No,John Dowland,The Frog Galliard (P 23a),6U5yvC1UxQH459M7h3XJrb,No,No,213998,45,0.97,0.349,,0.0817,0.872,F,0.101,-30.501,Major,0.0487,105.606,03/4,0.612,Classical
No,empty_field,"Danse macabre, Op. 40 (arr. F. Liszt, V. Horowitz and Y. Sudbin for piano)",4Bp1wucEcSyp1f8dPHR5bd,No,No,97894,36,0.975,0.356,,0.17,0.898,D#,0.0843,-21.987,Major,0.0379,109.658,04/4,0.0456,Classical
No,Herbert von Karajan,"Symphony No. 41 in C Major, K. 551 ""Jupiter"": III. Menuetto. Allegretto (Live)",5VJswDideMXmSWulPBx3LA,No,No,107347,40,0.966,0.292,364387,0.0517,0.801,G,0.325,-19.908,Major,0.0374,,03/4,0.216,Classical
No,Howard Shore,Smaug - Extended Version,7dUUAu2h1rHRLENswfBRfh,No,No,127630,24,0.399,0.113,389653,0.252,0.845,A,0.13,-17.092,Minor,0.0381,93.902,04/4,0.0382,Classical
No,Claude Debussy,"Préludes, Livre 1, L. 117: 4. Les sons et les parfums tournent dans l'air du soir. Modéré",2WxVTgJBE4kKq7LhcPdqPU,No,No,142271,32,0.995,0.416,189907,0.0429,0.85,A,0.109,-25.147,Major,0.0456,96.675,04/4,0.0357,Classical
No,Ludwig van Beethoven,"Violin Sonata No. 6, Op. 30 No. 1: II. Adagio molto espressivo",1uCVpUO24T2ukRcU0TCfFu,No,No,116354,15,0.951,0.249,,0.0478,0.0089,D,0.107,-25.939,Major,0.0444,134.59,04/4,0.105,Classical
No,empty_field,"Symphonia domestica, Op. 53, TrV 209, Pt. 2: Finale. Sehr lebhaft (Live)",2v9Obh8z41hUXDqnfdhVON,No,No,179067,1,0.92,0.211,874640,0.265,0.774,C,0.863,-17.428,Major,0.0453,129.7,04/4,0.0897,Classical
No,Johann Sebastian Bach,"St. John Passion, BWV 245, Pt. 1: No. 12c, Er leugnete und sprach",6lMACUyVi2TozNFi8raeGo,No,No,215353,18,0.842,0.328,86215,0.0283,1.02e-05,C#,0.198,-27.456,Major,0.0422,81.442,03/4,0.08,Classical
No,Ludwig van Beethoven,"Fidelio, Op. 72, Act I: Abscheulicher! Wo eilst du hin? (Live)",6C6fHTuFUxVtJpBOOaMvJr,No,No,206827,0,0.973,0.228,496533,0.0962,6.03e-05,E,0.113,-23.621,Major,0.0606,81.627,04/4,0.038,Classical
No,Motörhead,To the Death - Extended Version,3Etoh6lIZlUmrvGAkya3xl,No,No,171191,24,0.281,0.0803,442960,0.425,0.889,E,0.106,-13.38,Minor,0.0427,61.412,04/4,0.0412,Classical
No,empty_field,Sepia Fragments,7gfGbXFSuYGLnXqN0XtB94,No,No,122826,34,0.969,0.207,,0.132,0.438,G,0.253,-21.249,Major,0.0481,86.495,03/4,0.0703,Classical
No,Ryuichi Sakamoto,The Revenant Theme 2,7nG99BjC0xL4UAp7GBPxTm,No,No,124615,32,0.973,0.186,114707,0.0296,0.802,B,0.113,-22.075,Minor,0.0387,62.759,04/4,0.0381,Classical
No,Ludwig van Beethoven,"Klaviertrio Nr. 7 in B-Dur, Op. 97 “Archduke”: IV. Allegro moderato – Presto",4Grhn42BSSVvXkRI4AWRQz,No,No,46882,42,0.987,0.331,436254,0.145,0.916,A#,0.101,-20.787,Major,0.0349,96.85,04/4,0.313,Classical
No,Johannes Brahms,"Piano Concerto No. 2 in B-Flat Major, Op. 83: IV. Allegretto grazioso",28TReO2Mxk9Q3GA4K98YSz,No,No,28999,0,0.985,0.313,558147,0.207,0.872,A#,0.196,-16.801,Major,0.0367,106.8,04/4,0.155,Classical
No,Johann Sebastian Bach,Concerto for three violins BWV 1064R in D Major: Concerto for three violins BWV 1064R in D Major: II. Adagio,2tCpFaTovcti9psJSbIDBH,No,No,211357,33,0.619,0.159,,0.104,3.1e-05,A#,0.279,-18.748,Minor,0.0387,69.024,04/4,0.0784,Classical
No,Herbert von Karajan,El Danubio Azul - Vals,4VKVAlGG8qCZlnpJAbxJP3,No,No,109670,37,0.969,0.217,503667,0.25,0.904,D,0.122,-12.028,Major,0.038,83.607,04/4,0.189,Classical
No,Peter Schreier,Es ist ein Ros entsprungen,2itR8VHeTVKInnMPec8mj8,No,No,63499,31,0.991,0.27,151413,0.0913,0.0341,G,0.0519,-22.53,Major,0.0407,92.639,04/4,0.253,Classical
No,Franz Liszt,"Liebestraum No. 3 in A-Flat Major, S. 541 / 3",1KqSCQKR8HiptIos7PgMXG,No,No,105257,51,0.987,0.279,293147,0.0292,0.902,G#,0.104,-26.804,Major,0.0406,136.732,03/4,0.0338,Classical
No,Franz Schubert,It's a Long Way to Tipperary - 1914,5fuEPYYSRCyprhMa5qFG9F,No,No,98476,33,0.995,0.524,197880,0.279,0.000116,C,0.217,-13.099,Major,0.0969,,04/4,0.808,Classical
No,empty_field,"Requiem in D Minor, K. 626 (Süssmayr - Dutron 2016 completion): IV. Ordinario - Benedictus - Osanna",1RPFnPCvtBc46BFVOnzmPx,No,No,154946,31,0.979,0.178,283627,0.114,0.00034,D,0.131,-22.704,Minor,0.0506,174.447,04/4,0.0676,Classical
No,empty_field,"Violin Concerto No. 2 in D Major, K. 211 - Cadenza: Giovanni Sollima: 1. Allegro moderato",6Vur2D5ks3pdAZqqmLIeab,No,No,79223,31,0.973,0.422,506565,0.0488,0.703,D,0.113,-23.858,Major,0.0509,72.945,04/4,0.319,Classical
No,Erik Satie,3 Gymnopédies: No.1 Lent et douloureux,0cBSk9ckSooiWjK6C0G7Qw,No,No,38437,25,0.995,0.54,219000,0.00365,0.947,G,0.0716,-36.472,Major,0.24,138.75,04/4,0.196,Classical
No,empty_field,"Fidelio, Op. 72, Act II: Alles ist bereit - Ich gehe das Signal zu geben (Live)",3twatOPdtffhCxGTFzYVuk,No,No,161249,0,0.663,0.463,75320,0.00623,,C#,0.366,-37.819,Major,0.114,126.649,03/4,0.157,Classical
No,Echo & The Bunnymen,My Allied Ocean,2lFoxhUEGpKoSHetkKHIAw,No,No,172532,42,1.7e-05,0.464,246600,0.985,7.87e-05,C#,0.1,-5.389,Major,0.139,89.984,04/4,0.236,Classical
No,Pyotr Ilyich Tchaikovsky,"Serenade for String Orchestra in C Major, Op. 48, TH 48: I. Pezzo in forma di Sonatina",7y8X0Z04gJCKtfrnSAMywJ,No,No,144578,32,0.94,0.319,583653,0.333,0.886,C,0.102,-16.185,Major,0.0411,106.22,03/4,0.193,Classical
No,Morten Lauridsen,"Les Chansons des roses: No. 2. Contre qui, rose",1pwy1QgUguLCykSAmLPMIQ,No,No,54513,28,0.984,0.0695,246600,0.0087,0.02,A#,0.103,-35.457,Minor,0.0505,77.05,04/4,0.0323,Classical
No,Karol Szymanowski,"Violin Sonata in D Minor, Op. 9: II. Andantino tranquillo e dolce",4WotdarBrxRKhpp5fJEn6g,No,No,34878,28,0.922,0.236,442600,0.0514,0.227,F#,0.0851,-20.667,Minor,0.045,80.267,04/4,0.0396,Classical
No,Arvo Pärt,Spiegel im spiegel,1kBM7AURqQTIXFePNVpEwP,No,No,192714,51,0.833,0.142,503893,0.0649,0.00894,F,0.102,-28.618,Major,0.0363,89.338,03/4,0.0684,Classical
No,Richard Wagner,"Serenade No. 2 in A Major, Op. 16: V. Rondo. Allegro",7lFgli7y2vo7sjgynHZzBP,No,No,212230,0,0.994,0.388,374427,0.075,0.906,A,0.0938,-21.382,Major,0.0403,,04/4,0.297,Classical
No,Glenn Gould,"Piano Sonata No. 12 in F Major, K. 332: I. Allegro",1NiRTHrrLE8glprRVRtKYf,No,No,148332,29,0.994,0.349,,0.0575,0.92,C,0.0784,-22.831,Major,0.0399,155.374,03/4,0.221,Classical
No,Leonard Bernstein,"Symphony No. 6 in B Minor, Op. 54: 2. Allegro - Live at Symphony Hall, Boston / 2017",5WO1gmX6aI6kToQggDkolN,No,No,213734,36,0.767,0.35,384493,0.122,0.861,A,0.0911,-18.524,Minor,0.0385,,01/4,0.187,Classical
No,Robert Schumann,Konzertstück Op.86 In F For 4 Horns And Orchestra: 1. Lebhaft -,3m2PJz5pPCbU1Myu6Uano8,No,No,176392,39,0.989,0.331,,0.109,0.829,F,0.0934,-16.826,Major,0.0437,74.352,04/4,0.13,Classical
No,Slipknot,All Gone,0OpSuQroFFam4VyjxzjAGf,No,No,196145,43,0.993,0.43,73120,0.0232,0.019,G,0.125,-25.227,Minor,0.0753,71.99,04/4,0.036,Classical
No,Igor Stravinsky,The Rite of Spring: Part One: Adoration of the Earth: Spring Rounds,7rfiXyFb5M9BqdkvKvVEiB,No,No,179815,31,0.937,0.205,244107,0.0296,0.874,A#,0.11,-19.826,Minor,0.0388,134.933,05/4,0.0559,Classical
No,Johann Sebastian Bach,"Violin Partita No. 1 in B Minor, BWV 1002: VI. Double",4RA4cqU3GAFfBnWG5S6QMC,No,No,203051,23,0.995,0.223,206813,0.00875,0.0487,B,0.213,-27.271,Minor,0.0548,82.296,05/4,0.372,Classical
No,Johann Sebastian Bach,"Prelude and Fugue in C Major, BWV 846: Prelude",5HaCCCKJquEsamhLwDEFEz,No,No,161201,27,0.991,0.214,156093,0.0183,0.909,C,0.0552,-36.638,Major,0.0417,123.349,04/4,0.331,Classical
No,empty_field,"Passion Week, Op. 13: Of Thy Mystical Supper",1o6DclZHw0HomxXEQR1ijX,No,No,181566,29,0.994,0.0742,283653,0.0554,0.614,D,0.114,-25.578,Minor,0.039,79.635,04/4,0.0367,Classical
No,Antonio Vivaldi,"Concerto for Lute and 2 Violins in D Major, RV 93: I. Allegro giusto",4Y35XZQXXqNRbaiRCDTB6r,No,No,119585,32,0.962,0.479,197293,0.129,0.72,C#,0.085,-18.887,Major,0.0343,133.184,04/4,0.658,Classical
No,Ottorino Respighi,Air and Dance,076jPFqxYEu1me4zsTBWJ0,No,No,124920,30,0.861,0.0744,299867,0.0963,0.901,A,0.0667,-22.683,Minor,0.0419,74.359,04/4,0.0398,Classical
No,Howard Shore,Samwise the Brave,5W9Al2ewPfzbWHOV2BAtBR,No,No,96207,47,0.805,0.0646,226000,0.0883,0.899,G,0.117,-20.109,Major,0.0447,65.689,04/4,0.0376,Classical
No,Georges Bizet,Symphony in C: Adagio,3WhJRBmTMpIuTyl5KBZV1t,No,No,85134,30,0.952,0.231,,0.021,0.514,A,0.0682,-26.946,Minor,0.0429,124.816,03/4,0.041,Classical
